budget_row_id,budget_version,month_start,account_id,department_id,region_id,business_line,amount_usd,budget_driver
B000518,FY2026_Budget_v1,2026-02-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
B000519,FY2026_Budget_v1,2026-03-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
B000520,FY2026_Budget_v1,2026-04-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
B000521,FY2026_Budget_v1,2026-05-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
B000522,FY2026_Budget_v1,2026-06-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
B000523,FY2026_Budget_v1,2026-07-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
B000524,FY2026_Budget_v1,2026-08-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
B000525,FY2026_Budget_v1,2026-09-01,A6120,D05,R03,Corporate,31713.8,Headcount and unit-cost plan
B000526,FY2026_Budget_v1,2026-10-01,A6120,D05,R03,Corporate,49621.61,Headcount and unit-cost plan
B000527,FY2026_Budget_v1,2026-11-01,A6120,D05,R03,Corporate,49621.61,Headcount and unit-cost plan
B000528,FY2026_Budget_v1,2026-12-01,A6120,D05,R03,Corporate,49621.61,Headcount and unit-cost plan
B000529,FY2026_Budget_v1,2026-01-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000530,FY2026_Budget_v1,2026-02-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000531,FY2026_Budget_v1,2026-03-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000532,FY2026_Budget_v1,2026-04-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000533,FY2026_Budget_v1,2026-05-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000534,FY2026_Budget_v1,2026-06-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000535,FY2026_Budget_v1,2026-07-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000536,FY2026_Budget_v1,2026-08-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000537,FY2026_Budget_v1,2026-09-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000538,FY2026_Budget_v1,2026-10-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000539,FY2026_Budget_v1,2026-11-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000540,FY2026_Budget_v1,2026-12-01,A5020,D03,R04,Services,54718.04,Headcount and unit-cost plan
B000541,FY2026_Budget_v1,2026-01-01,A6100,D04,R01,Corporate,456143.86,Headcount and unit-cost plan
B000542,FY2026_Budget_v1,2026-02-01,A6100,D04,R01,Corporate,456143.86,Headcount and unit-cost plan
B000543,FY2026_Budget_v1,2026-03-01,A6100,D04,R01,Corporate,456143.86,Headcount and unit-cost plan
B000544,FY2026_Budget_v1,2026-04-01,A6100,D04,R01,Corporate,456143.86,Headcount and unit-cost plan
B000545,FY2026_Budget_v1,2026-05-01,A6100,D04,R01,Corporate,456143.86,Headcount and unit-cost plan
B000546,FY2026_Budget_v1,2026-06-01,A6100,D04,R01,Corporate,475021.25,Headcount and unit-cost plan
B000547,FY2026_Budget_v1,2026-07-01,A6100,D04,R01,Corporate,475021.25,Headcount and unit-cost plan
B000548,FY2026_Budget_v1,2026-08-01,A6100,D04,R01,Corporate,475021.25,Headcount and unit-cost plan
B000549,FY2026_Budget_v1,2026-09-01,A6100,D04,R01,Corporate,475021.25,Headcount and unit-cost plan
B000550,FY2026_Budget_v1,2026-10-01,A6100,D04,R01,Corporate,475021.25,Headcount and unit-cost plan
B000551,FY2026_Budget_v1,2026-11-01,A6100,D04,R01,Corporate,475021.25,Headcount and unit-cost plan
B000552,FY2026_Budget_v1,2026-12-01,A6100,D04,R01,Corporate,475021.25,Headcount and unit-cost plan
B000553,FY2026_Budget_v1,2026-01-01,A5010,D01,R02,Subscription,261722.12,Headcount and unit-cost plan
B000554,FY2026_Budget_v1,2026-02-01,A5010,D01,R02,Subscription,241057.96,Headcount and unit-cost plan
B000555,FY2026_Budget_v1,2026-03-01,A5010,D01,R02,Subscription,241057.96,Headcount and unit-cost plan
B000556,FY2026_Budget_v1,2026-04-01,A5010,D01,R02,Subscription,241057.96,Headcount and unit-cost plan
B000557,FY2026_Budget_v1,2026-05-01,A5010,D01,R02,Subscription,241057.96,Headcount and unit-cost plan
B000558,FY2026_Budget_v1,2026-06-01,A5010,D01,R02,Subscription,223318.77,Headcount and unit-cost plan
B000559,FY2026_Budget_v1,2026-07-01,A5010,D01,R02,Subscription,223318.77,Headcount and unit-cost plan
B000560,FY2026_Budget_v1,2026-08-01,A5010,D01,R02,Subscription,223318.77,Headcount and unit-cost plan
B000561,FY2026_Budget_v1,2026-09-01,A5010,D01,R02,Subscription,223318.77,Headcount and unit-cost plan
B000562,FY2026_Budget_v1,2026-10-01,A5010,D01,R02,Subscription,223318.77,Headcount and unit-cost plan
B000563,FY2026_Budget_v1,2026-11-01,A5010,D01,R02,Subscription,235991.79,Headcount and unit-cost plan
B000564,FY2026_Budget_v1,2026-12-01,A5010,D01,R02,Subscription,235991.79,Headcount and unit-cost plan
B000565,FY2026_Budget_v1,2026-01-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000566,FY2026_Budget_v1,2026-02-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000567,FY2026_Budget_v1,2026-03-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000568,FY2026_Budget_v1,2026-04-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000569,FY2026_Budget_v1,2026-05-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000570,FY2026_Budget_v1,2026-06-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000571,FY2026_Budget_v1,2026-07-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000572,FY2026_Budget_v1,2026-08-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000573,FY2026_Budget_v1,2026-09-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000574,FY2026_Budget_v1,2026-10-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000575,FY2026_Budget_v1,2026-11-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000576,FY2026_Budget_v1,2026-12-01,A6300,D07,R02,Corporate,94061.18,Headcount and unit-cost plan
B000577,FY2026_Budget_v1,2026-01-01,A6200,D06,R04,Corporate,172134.22,Headcount and unit-cost plan
B000578,FY2026_Budget_v1,2026-02-01,A6200,D06,R04,Corporate,172134.22,Headcount and unit-cost plan
B000579,FY2026_Budget_v1,2026-03-01,A6200,D06,R04,Corporate,172134.22,Headcount and unit-cost plan
B000580,FY2026_Budget_v1,2026-04-01,A6200,D06,R04,Corporate,172134.22,Headcount and unit-cost plan
B000581,FY2026_Budget_v1,2026-05-01,A6200,D06,R04,Corporate,172134.22,Headcount and unit-cost plan
B000582,FY2026_Budget_v1,2026-06-01,A6200,D06,R04,Corporate,172134.22,Headcount and unit-cost plan
B000583,FY2026_Budget_v1,2026-07-01,A6200,D06,R04,Corporate,190415.48,Headcount and unit-cost plan
B000584,FY2026_Budget_v1,2026-08-01,A6200,D06,R04,Corporate,190415.48,Headcount and unit-cost plan
B000585,FY2026_Budget_v1,2026-09-01,A6200,D06,R04,Corporate,207614.28,Headcount and unit-cost plan
B000586,FY2026_Budget_v1,2026-10-01,A6200,D06,R04,Corporate,207614.28,Headcount and unit-cost plan
B000587,FY2026_Budget_v1,2026-11-01,A6200,D06,R04,Corporate,222658.29,Headcount and unit-cost plan
B000588,FY2026_Budget_v1,2026-12-01,A6200,D06,R04,Corporate,222658.29,Headcount and unit-cost plan
B000589,FY2026_Budget_v1,2026-01-01,A5010,D01,R03,Subscription,16197.08,Headcount and unit-cost plan
B000590,FY2026_Budget_v1,2026-02-01,A5010,D01,R03,Subscription,16197.08,Headcount and unit-cost plan
B000591,FY2026_Budget_v1,2026-03-01,A5010,D01,R03,Subscription,0,Headcount and unit-cost plan
B000592,FY2026_Budget_v1,2026-04-01,A5010,D01,R03,Subscription,0,Headcount and unit-cost plan
B000593,FY2026_Budget_v1,2026-05-01,A5010,D01,R03,Subscription,0,Headcount and unit-cost plan
B000594,FY2026_Budget_v1,2026-06-01,A5010,D01,R03,Subscription,19846.65,Headcount and unit-cost plan
B000595,FY2026_Budget_v1,2026-07-01,A5010,D01,R03,Subscription,19846.65,Headcount and unit-cost plan
B000596,FY2026_Budget_v1,2026-08-01,A5010,D01,R03,Subscription,19846.65,Headcount and unit-cost plan
B000597,FY2026_Budget_v1,2026-09-01,A5010,D01,R03,Subscription,19846.65,Headcount and unit-cost plan
B000598,FY2026_Budget_v1,2026-10-01,A5010,D01,R03,Subscription,19846.65,Headcount and unit-cost plan
B000599,FY2026_Budget_v1,2026-11-01,A5010,D01,R03,Subscription,19846.65,Headcount and unit-cost plan
B000600,FY2026_Budget_v1,2026-12-01,A5010,D01,R03,Subscription,19846.65,Headcount and unit-cost plan
B000601,FY2026_Budget_v1,2026-01-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000602,FY2026_Budget_v1,2026-02-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000603,FY2026_Budget_v1,2026-03-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000604,FY2026_Budget_v1,2026-04-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000605,FY2026_Budget_v1,2026-05-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000606,FY2026_Budget_v1,2026-06-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000607,FY2026_Budget_v1,2026-07-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000608,FY2026_Budget_v1,2026-08-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000609,FY2026_Budget_v1,2026-09-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000610,FY2026_Budget_v1,2026-10-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000611,FY2026_Budget_v1,2026-11-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000612,FY2026_Budget_v1,2026-12-01,A6100,D04,R04,Corporate,88737.79,Headcount and unit-cost plan
B000613,FY2026_Budget_v1,2026-01-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000614,FY2026_Budget_v1,2026-02-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000615,FY2026_Budget_v1,2026-03-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000616,FY2026_Budget_v1,2026-04-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000617,FY2026_Budget_v1,2026-05-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000618,FY2026_Budget_v1,2026-06-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000619,FY2026_Budget_v1,2026-07-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000620,FY2026_Budget_v1,2026-08-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000621,FY2026_Budget_v1,2026-09-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000622,FY2026_Budget_v1,2026-10-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000623,FY2026_Budget_v1,2026-11-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000624,FY2026_Budget_v1,2026-12-01,A6300,D11,R02,Corporate,60381.43,Headcount and unit-cost plan
B000625,FY2026_Budget_v1,2026-01-01,A6300,D09,R03,Corporate,97930.98,Headcount and unit-cost plan
B000626,FY2026_Budget_v1,2026-02-01,A6300,D09,R03,Corporate,97930.98,Headcount and unit-cost plan
B000627,FY2026_Budget_v1,2026-03-01,A6300,D09,R03,Corporate,97930.98,Headcount and unit-cost plan
B000628,FY2026_Budget_v1,2026-04-01,A6300,D09,R03,Corporate,97930.98,Headcount and unit-cost plan
B000629,FY2026_Budget_v1,2026-05-01,A6300,D09,R03,Corporate,97930.98,Headcount and unit-cost plan
B000630,FY2026_Budget_v1,2026-06-01,A6300,D09,R03,Corporate,97930.98,Headcount and unit-cost plan
B000631,FY2026_Budget_v1,2026-07-01,A6300,D09,R03,Corporate,97930.98,Headcount and unit-cost plan
B000632,FY2026_Budget_v1,2026-08-01,A6300,D09,R03,Corporate,97930.98,Headcount and unit-cost plan
B000633,FY2026_Budget_v1,2026-09-01,A6300,D09,R03,Corporate,124309.08,Headcount and unit-cost plan
B000634,FY2026_Budget_v1,2026-10-01,A6300,D09,R03,Corporate,124309.08,Headcount and unit-cost plan
B000635,FY2026_Budget_v1,2026-11-01,A6300,D09,R03,Corporate,124309.08,Headcount and unit-cost plan
B000636,FY2026_Budget_v1,2026-12-01,A6300,D09,R03,Corporate,124309.08,Headcount and unit-cost plan
B000637,FY2026_Budget_v1,2026-01-01,A6120,D05,R01,Corporate,90001.58,Headcount and unit-cost plan
B000638,FY2026_Budget_v1,2026-02-01,A6120,D05,R01,Corporate,90001.58,Headcount and unit-cost plan
B000639,FY2026_Budget_v1,2026-03-01,A6120,D05,R01,Corporate,74267.67,Headcount and unit-cost plan
B000640,FY2026_Budget_v1,2026-04-01,A6120,D05,R01,Corporate,74267.67,Headcount and unit-cost plan
B000641,FY2026_Budget_v1,2026-05-01,A6120,D05,R01,Corporate,74267.67,Headcount and unit-cost plan
B000642,FY2026_Budget_v1,2026-06-01,A6120,D05,R01,Corporate,74267.67,Headcount and unit-cost plan
B000643,FY2026_Budget_v1,2026-07-01,A6120,D05,R01,Corporate,74267.67,Headcount and unit-cost plan
B000644,FY2026_Budget_v1,2026-08-01,A6120,D05,R01,Corporate,74267.67,Headcount and unit-cost plan
B000645,FY2026_Budget_v1,2026-09-01,A6120,D05,R01,Corporate,53816.09,Headcount and unit-cost plan
B000646,FY2026_Budget_v1,2026-10-01,A6120,D05,R01,Corporate,53816.09,Headcount and unit-cost plan
B000647,FY2026_Budget_v1,2026-11-01,A6120,D05,R01,Corporate,53816.09,Headcount and unit-cost plan
B000648,FY2026_Budget_v1,2026-12-01,A6120,D05,R01,Corporate,53816.09,Headcount and unit-cost plan
B000649,FY2026_Budget_v1,2026-01-01,A6300,D07,R03,Corporate,109677.52,Headcount and unit-cost plan
B000650,FY2026_Budget_v1,2026-02-01,A6300,D07,R03,Corporate,109677.52,Headcount and unit-cost plan
B000651,FY2026_Budget_v1,2026-03-01,A6300,D07,R03,Corporate,109677.52,Headcount and unit-cost plan
B000652,FY2026_Budget_v1,2026-04-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000653,FY2026_Budget_v1,2026-05-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000654,FY2026_Budget_v1,2026-06-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000655,FY2026_Budget_v1,2026-07-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000656,FY2026_Budget_v1,2026-08-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000657,FY2026_Budget_v1,2026-09-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000658,FY2026_Budget_v1,2026-10-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000659,FY2026_Budget_v1,2026-11-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000660,FY2026_Budget_v1,2026-12-01,A6300,D07,R03,Corporate,93977.06,Headcount and unit-cost plan
B000661,FY2026_Budget_v1,2026-01-01,A6120,D05,R02,Corporate,85862.6,Headcount and unit-cost plan
B000662,FY2026_Budget_v1,2026-02-01,A6120,D05,R02,Corporate,85862.6,Headcount and unit-cost plan
B000663,FY2026_Budget_v1,2026-03-01,A6120,D05,R02,Corporate,101390.86,Headcount and unit-cost plan
B000664,FY2026_Budget_v1,2026-04-01,A6120,D05,R02,Corporate,101390.86,Headcount and unit-cost plan
B000665,FY2026_Budget_v1,2026-05-01,A6120,D05,R02,Corporate,117168.64,Headcount and unit-cost plan
B000666,FY2026_Budget_v1,2026-06-01,A6120,D05,R02,Corporate,117168.64,Headcount and unit-cost plan
B000667,FY2026_Budget_v1,2026-07-01,A6120,D05,R02,Corporate,102697.79,Headcount and unit-cost plan
B000668,FY2026_Budget_v1,2026-08-01,A6120,D05,R02,Corporate,102697.79,Headcount and unit-cost plan
B000669,FY2026_Budget_v1,2026-09-01,A6120,D05,R02,Corporate,102697.79,Headcount and unit-cost plan
B000670,FY2026_Budget_v1,2026-10-01,A6120,D05,R02,Corporate,102697.79,Headcount and unit-cost plan
B000671,FY2026_Budget_v1,2026-11-01,A6120,D05,R02,Corporate,111261.22,Headcount and unit-cost plan
B000672,FY2026_Budget_v1,2026-12-01,A6120,D05,R02,Corporate,111261.22,Headcount and unit-cost plan
B000673,FY2026_Budget_v1,2026-01-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000674,FY2026_Budget_v1,2026-02-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000675,FY2026_Budget_v1,2026-03-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000676,FY2026_Budget_v1,2026-04-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000677,FY2026_Budget_v1,2026-05-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000678,FY2026_Budget_v1,2026-06-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000679,FY2026_Budget_v1,2026-07-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000680,FY2026_Budget_v1,2026-08-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000681,FY2026_Budget_v1,2026-09-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000682,FY2026_Budget_v1,2026-10-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000683,FY2026_Budget_v1,2026-11-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000684,FY2026_Budget_v1,2026-12-01,A6300,D08,R01,Corporate,20640.11,Headcount and unit-cost plan
B000685,FY2026_Budget_v1,2026-01-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000686,FY2026_Budget_v1,2026-02-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000687,FY2026_Budget_v1,2026-03-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000688,FY2026_Budget_v1,2026-04-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000689,FY2026_Budget_v1,2026-05-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000690,FY2026_Budget_v1,2026-06-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000691,FY2026_Budget_v1,2026-07-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000692,FY2026_Budget_v1,2026-08-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000693,FY2026_Budget_v1,2026-09-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000694,FY2026_Budget_v1,2026-10-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000695,FY2026_Budget_v1,2026-11-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000696,FY2026_Budget_v1,2026-12-01,A6300,D10,R04,Corporate,42345.31,Headcount and unit-cost plan
B000697,FY2026_Budget_v1,2026-01-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000698,FY2026_Budget_v1,2026-02-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000699,FY2026_Budget_v1,2026-03-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000700,FY2026_Budget_v1,2026-04-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000701,FY2026_Budget_v1,2026-05-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000702,FY2026_Budget_v1,2026-06-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000703,FY2026_Budget_v1,2026-07-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000704,FY2026_Budget_v1,2026-08-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000705,FY2026_Budget_v1,2026-09-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000706,FY2026_Budget_v1,2026-10-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000707,FY2026_Budget_v1,2026-11-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000708,FY2026_Budget_v1,2026-12-01,A6300,D10,R01,Corporate,19501.39,Headcount and unit-cost plan
B000709,FY2026_Budget_v1,2026-01-01,A6300,D07,R01,Corporate,29287.85,Headcount and unit-cost plan
B000710,FY2026_Budget_v1,2026-02-01,A6300,D07,R01,Corporate,29287.85,Headcount and unit-cost plan
B000711,FY2026_Budget_v1,2026-03-01,A6300,D07,R01,Corporate,29287.85,Headcount and unit-cost plan
B000712,FY2026_Budget_v1,2026-04-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000713,FY2026_Budget_v1,2026-05-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000714,FY2026_Budget_v1,2026-06-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000715,FY2026_Budget_v1,2026-07-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000716,FY2026_Budget_v1,2026-08-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000717,FY2026_Budget_v1,2026-09-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000718,FY2026_Budget_v1,2026-10-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000719,FY2026_Budget_v1,2026-11-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000720,FY2026_Budget_v1,2026-12-01,A6300,D07,R01,Corporate,13121.87,Headcount and unit-cost plan
B000721,FY2026_Budget_v1,2026-01-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000722,FY2026_Budget_v1,2026-02-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000723,FY2026_Budget_v1,2026-03-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000724,FY2026_Budget_v1,2026-04-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000725,FY2026_Budget_v1,2026-05-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000726,FY2026_Budget_v1,2026-06-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000727,FY2026_Budget_v1,2026-07-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000728,FY2026_Budget_v1,2026-08-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000729,FY2026_Budget_v1,2026-09-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000730,FY2026_Budget_v1,2026-10-01,A6300,D09,R04,Corporate,31127.46,Headcount and unit-cost plan
B000731,FY2026_Budget_v1,2026-11-01,A6300,D09,R04,Corporate,11449.85,Headcount and unit-cost plan
B000732,FY2026_Budget_v1,2026-12-01,A6300,D09,R04,Corporate,11449.85,Headcount and unit-cost plan
B000733,FY2026_Budget_v1,2026-01-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000734,FY2026_Budget_v1,2026-02-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000735,FY2026_Budget_v1,2026-03-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000736,FY2026_Budget_v1,2026-04-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000737,FY2026_Budget_v1,2026-05-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000738,FY2026_Budget_v1,2026-06-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000739,FY2026_Budget_v1,2026-07-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000740,FY2026_Budget_v1,2026-08-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000741,FY2026_Budget_v1,2026-09-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000742,FY2026_Budget_v1,2026-10-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000743,FY2026_Budget_v1,2026-11-01,A6300,D09,R01,Corporate,0,Headcount and unit-cost plan
B000744,FY2026_Budget_v1,2026-12-01,A6300,D09,R01,Corporate,19259.87,Headcount and unit-cost plan
B000745,FY2026_Budget_v1,2026-01-01,A6300,D11,R03,Corporate,0,Headcount and unit-cost plan
B000746,FY2026_Budget_v1,2026-02-01,A6300,D11,R03,Corporate,0,Headcount and unit-cost plan
B000747,FY2026_Budget_v1,2026-03-01,A6300,D11,R03,Corporate,0,Headcount and unit-cost plan
B000748,FY2026_Budget_v1,2026-04-01,A6300,D11,R03,Corporate,0,Headcount and unit-cost plan
B000749,FY2026_Budget_v1,2026-05-01,A6300,D11,R03,Corporate,0,Headcount and unit-cost plan
B000750,FY2026_Budget_v1,2026-06-01,A6300,D11,R03,Corporate,27976.8,Headcount and unit-cost plan
B000751,FY2026_Budget_v1,2026-07-01,A6300,D11,R03,Corporate,27976.8,Headcount and unit-cost plan
B000752,FY2026_Budget_v1,2026-08-01,A6300,D11,R03,Corporate,27976.8,Headcount and unit-cost plan
B000753,FY2026_Budget_v1,2026-09-01,A6300,D11,R03,Corporate,27976.8,Headcount and unit-cost plan
B000754,FY2026_Budget_v1,2026-10-01,A6300,D11,R03,Corporate,27976.8,Headcount and unit-cost plan
B000755,FY2026_Budget_v1,2026-11-01,A6300,D11,R03,Corporate,27976.8,Headcount and unit-cost plan
B000756,FY2026_Budget_v1,2026-12-01,A6300,D11,R03,Corporate,27976.8,Headcount and unit-cost plan
B000757,FY2026_Budget_v1,2026-01-01,A5000,D01,R01,Subscription,305171.25,Headcount and unit-cost plan
B000758,FY2026_Budget_v1,2026-02-01,A5000,D01,R01,Subscription,311661.35,Headcount and unit-cost plan
B000759,FY2026_Budget_v1,2026-03-01,A5000,D01,R01,Subscription,318504.67,Headcount and unit-cost plan
B000760,FY2026_Budget_v1,2026-04-01,A5000,D01,R01,Subscription,309487.7,Headcount and unit-cost plan
B000761,FY2026_Budget_v1,2026-05-01,A5000,D01,R01,Subscription,310314.23,Headcount and unit-cost plan
B000762,FY2026_Budget_v1,2026-06-01,A5000,D01,R01,Subscription,317866.31,Headcount and unit-cost plan
B000763,FY2026_Budget_v1,2026-07-01,A5000,D01,R01,Subscription,313259.31,Headcount and unit-cost plan
B000764,FY2026_Budget_v1,2026-08-01,A5000,D01,R01,Subscription,327481.18,Headcount and unit-cost plan
B000765,FY2026_Budget_v1,2026-09-01,A5000,D01,R01,Subscription,326021.92,Headcount and unit-cost plan
B000766,FY2026_Budget_v1,2026-10-01,A5000,D01,R01,Subscription,332142.16,Headcount and unit-cost plan
B000767,FY2026_Budget_v1,2026-11-01,A5000,D01,R01,Subscription,327384.33,Headcount and unit-cost plan
