month_start,employee_id,region_id,available_hours,billable_hours,internal_hours,bench_hours,utilization_rate
2023-10-01,E0104,R04,150.4,120.2,16.2,14,0.7994
2023-11-01,E0104,R04,150.4,100,14.5,35.9,0.6647
2023-12-01,E0104,R04,150.4,96.1,16.1,38.2,0.639
2024-01-01,E0104,R04,166.4,113,9.8,43.6,0.679
2024-02-01,E0104,R04,166.4,119.7,16,30.7,0.7194
2024-03-01,E0104,R04,158.4,101.4,13.5,43.5,0.6403
2024-04-01,E0104,R04,158.4,127.1,20.5,10.9,0.8023
2024-05-01,E0104,R04,150.4,105.3,12.1,33,0.7002
2024-06-01,E0104,R04,150.4,119.2,14.8,16.4,0.7924
2024-07-01,E0104,R04,158.4,108.2,19.1,31.1,0.6831
2024-08-01,E0104,R04,150.4,120.1,12.3,18.1,0.7983
2024-09-01,E0104,R04,150.4,124.2,16.3,9.9,0.8257
2024-10-01,E0104,R04,166.4,119.2,27.2,20,0.7162
2024-11-01,E0104,R04,158.4,117.6,10.9,30,0.7423
2024-12-01,E0104,R04,158.4,114,14.6,29.7,0.7198
2025-01-01,E0104,R04,142.4,86.2,10.8,45.4,0.6054
2025-02-01,E0104,R04,150.4,111.5,18.7,20.2,0.7417
2025-03-01,E0104,R04,166.4,112.6,10.7,43.2,0.6766
2025-04-01,E0104,R04,166.4,124.7,18.4,23.3,0.7493
2025-05-01,E0104,R04,150.4,102.5,8.8,39,0.6817
2025-06-01,E0104,R04,142.4,100.3,12.6,29.5,0.7041
2025-07-01,E0104,R04,150.4,133.5,11.7,5.1,0.8879
2025-08-01,E0104,R04,150.4,123.8,10.3,16.3,0.8234
2025-09-01,E0104,R04,166.4,134.9,19.9,11.6,0.8105
2025-10-01,E0104,R04,166.4,132.1,13.9,20.5,0.7937
2025-11-01,E0104,R04,158.4,136.2,17,5.1,0.86
2025-12-01,E0104,R04,166.4,120.1,19,27.2,0.722
2026-01-01,E0104,R04,166.4,112.3,16.7,37.5,0.6747
2026-02-01,E0104,R04,158.4,113,14,31.3,0.7135
2026-03-01,E0104,R04,166.4,116.3,20.1,30,0.6988
2026-04-01,E0104,R04,150.4,103.6,15.2,31.6,0.6891
2026-05-01,E0104,R04,158.4,112.9,23.4,22.1,0.7129
2026-06-01,E0104,R04,150.4,114,10.1,26.3,0.7579
2023-01-01,E0108,R02,158.4,125.9,15.4,17.1,0.7948
2023-02-01,E0108,R02,158.4,107.6,15.3,35.5,0.6793
2023-03-01,E0108,R02,142.4,113.7,13.5,15.2,0.7984
2023-04-01,E0108,R02,166.4,120.8,16.3,29.3,0.7257
2023-05-01,E0108,R02,158.4,127.4,14.5,16.6,0.804
2023-06-01,E0108,R02,158.4,117.3,17.7,23.3,0.7408
2023-07-01,E0108,R02,142.4,99.2,15.6,27.6,0.6965
2023-08-01,E0108,R02,158.4,105.9,11.4,41.2,0.6684
2023-09-01,E0108,R02,158.4,102.7,18.5,37.1,0.6486
2023-10-01,E0108,R02,150.4,99.6,12.5,38.3,0.6623
2023-11-01,E0108,R02,166.4,136,12.6,17.8,0.8175
2023-12-01,E0108,R02,166.4,115.2,17.6,33.7,0.6921
2024-01-01,E0108,R02,158.4,127,15.2,16.3,0.8015
2024-02-01,E0108,R02,158.4,116.6,13.5,28.3,0.7363
2024-03-01,E0108,R02,150.4,100.7,12.4,37.2,0.6698
2024-04-01,E0108,R02,158.4,115.3,11.7,31.3,0.7281
2024-05-01,E0108,R02,158.4,119,15.5,23.9,0.7513
2024-06-01,E0108,R02,166.4,112.6,16.6,37.1,0.6769
2024-07-01,E0108,R02,158.4,120,20.4,18,0.7575
2024-08-01,E0108,R02,150.4,111.6,23.1,15.7,0.742
2024-09-01,E0108,R02,158.4,116.7,14.3,27.5,0.7367
2024-10-01,E0108,R02,166.4,120.4,15.2,30.7,0.7237
2024-11-01,E0108,R02,158.4,129.5,20,8.9,0.8177
2024-12-01,E0108,R02,158.4,116.4,21.5,20.5,0.7347
2025-01-01,E0108,R02,150.4,114.5,22.5,13.4,0.7613
2025-02-01,E0108,R02,158.4,110.7,16.6,31,0.6991
2025-03-01,E0108,R02,166.4,120.1,14.5,31.9,0.7215
2025-04-01,E0108,R02,166.4,132.2,18.2,16,0.7944
2025-05-01,E0108,R02,158.4,117.3,13.5,27.6,0.7402
2025-06-01,E0108,R02,150.4,113.1,12.7,24.6,0.7521
2025-07-01,E0108,R02,166.4,128.5,18.9,18.9,0.7723
2025-08-01,E0108,R02,158.4,110.4,18.7,29.3,0.6971
2025-09-01,E0108,R02,158.4,116.5,18.7,23.2,0.7354
2025-10-01,E0108,R02,158.4,124.4,21.5,12.6,0.7851
2025-11-01,E0108,R02,150.4,114.7,15.7,20,0.7628
2025-12-01,E0108,R02,158.4,106.5,16.4,35.5,0.6724
2026-01-01,E0108,R02,158.4,90.1,14.7,53.6,0.5686
2026-02-01,E0108,R02,158.4,99.6,9.6,49.2,0.6286
2026-03-01,E0108,R02,158.4,105.4,20.8,32.2,0.6652
2026-04-01,E0108,R02,158.4,120.1,17.4,20.9,0.7584
2026-05-01,E0108,R02,166.4,129.3,16.9,20.2,0.7771
2026-06-01,E0108,R02,158.4,122.1,18.7,17.6,0.7711
2023-01-01,E0111,R02,166.4,112.8,22.4,31.2,0.6778
2023-02-01,E0111,R02,142.4,107.5,9.5,25.3,0.7551
2023-03-01,E0111,R02,158.4,110.2,16,32.1,0.6959
2023-04-01,E0111,R02,158.4,120.4,15.9,22.1,0.7601
2023-05-01,E0111,R02,166.4,132.4,19.4,14.6,0.7956
2023-06-01,E0111,R02,158.4,124.2,13.3,20.9,0.7842
2023-07-01,E0111,R02,158.4,102.4,16.5,39.5,0.6463
2023-08-01,E0111,R02,158.4,108.3,18.1,32,0.6839
2023-09-01,E0111,R02,158.4,126,19.5,12.9,0.7956
2023-10-01,E0111,R02,158.4,130.2,14.1,14,0.8223
2023-11-01,E0111,R02,142.4,100.7,13.8,27.8,0.7075
2023-12-01,E0111,R02,166.4,109.9,20.3,36.2,0.6602
2024-01-01,E0111,R02,158.4,109.6,16.7,32.1,0.692
2024-02-01,E0111,R02,150.4,97.3,14,39.2,0.6467
2024-03-01,E0111,R02,158.4,111.4,19.7,27.3,0.7032
2024-04-01,E0111,R02,158.4,119.5,19.4,19.5,0.7543
2024-05-01,E0111,R02,166.4,130.8,23.1,12.5,0.786
2024-06-01,E0111,R02,158.4,141,17.4,0,0.8901
2024-07-01,E0111,R02,166.4,124.3,13.4,28.7,0.7472
2024-08-01,E0111,R02,150.4,126.1,10.6,13.7,0.8382
2024-09-01,E0111,R02,158.4,131.8,17.6,9,0.8323
2024-10-01,E0111,R02,158.4,129.5,22.5,6.4,0.8175
2024-11-01,E0111,R02,150.4,109.9,12.6,27.9,0.7308
2024-12-01,E0111,R02,158.4,107.9,17.4,33.1,0.6813
2025-01-01,E0111,R02,166.4,110.9,11.1,44.3,0.6667
2025-02-01,E0111,R02,158.4,134.9,11,12.5,0.8518
2025-03-01,E0111,R02,142.4,103.6,15,23.8,0.7275
2025-04-01,E0111,R02,166.4,135,19.4,12,0.8111
2025-05-01,E0111,R02,166.4,134.2,16.5,15.7,0.8067
2025-06-01,E0111,R02,158.4,117.4,15.3,25.8,0.7409
2025-07-01,E0111,R02,150.4,106.9,13.7,29.9,0.7105
2025-08-01,E0111,R02,166.4,143.9,18,4.5,0.865
2025-09-01,E0111,R02,166.4,130.2,21.8,14.4,0.7823
2025-10-01,E0111,R02,150.4,116.9,18.9,14.5,0.7776
2025-11-01,E0111,R02,150.4,126.4,11.8,12.2,0.8405
2025-12-01,E0111,R02,158.4,110.7,15.8,31.9,0.6989
2026-01-01,E0111,R02,158.4,101.8,11.4,45.2,0.6428
2026-02-01,E0111,R02,158.4,104.5,20.5,33.5,0.6594
2026-03-01,E0111,R02,166.4,116.6,17,32.9,0.7005
2026-04-01,E0111,R02,150.4,108.7,17.6,24.1,0.7228
2026-05-01,E0111,R02,166.4,147.8,10.2,8.4,0.888
2026-06-01,E0111,R02,150.4,108.9,11.1,30.4,0.7239
2023-01-01,E0115,R02,166.4,116.8,13.5,36.1,0.7018
2023-02-01,E0115,R02,150.4,100.7,18.6,31.1,0.6696
2023-03-01,E0115,R02,166.4,135.2,10.8,20.4,0.8124
2023-04-01,E0115,R02,166.4,125.9,14.6,25.9,0.7569
2023-05-01,E0115,R02,158.4,116.1,16.8,25.5,0.7329
2023-06-01,E0115,R02,150.4,107.1,12.4,30.8,0.7124
2023-07-01,E0115,R02,150.4,102.3,9.1,39,0.6803
2023-08-01,E0115,R02,166.4,128.8,20.2,17.4,0.774
2023-09-01,E0115,R02,166.4,114.9,12.2,39.3,0.6904
2023-10-01,E0115,R02,158.4,122.5,14.1,21.8,0.7736
2023-11-01,E0115,R02,166.4,104.3,12.4,49.7,0.6269
2023-12-01,E0115,R02,158.4,102.5,15.6,40.4,0.6469
2024-01-01,E0115,R02,150.4,104.2,17.8,28.4,0.6927
2024-02-01,E0115,R02,150.4,111.8,16.3,22.4,0.7431
2024-03-01,E0115,R02,158.4,126.7,17.6,14.1,0.7999
2024-04-01,E0115,R02,158.4,114.2,9.6,34.6,0.7209
2024-05-01,E0115,R02,166.4,132.7,12.7,21,0.7978
2024-06-01,E0115,R02,166.4,121.8,19,25.6,0.7322
2024-07-01,E0115,R02,158.4,123.2,13,22.2,0.778
2024-08-01,E0115,R02,142.4,113.2,9.4,19.8,0.7951
2024-09-01,E0115,R02,158.4,107.3,13.8,37.3,0.6773
2024-10-01,E0115,R02,158.4,101.2,19.1,38.2,0.6387
2024-11-01,E0115,R02,150.4,103.9,14.9,31.6,0.691
2024-12-01,E0115,R02,150.4,116.7,23.9,9.9,0.7758
2025-01-01,E0115,R02,150.4,108.2,14.7,27.5,0.7197
2025-02-01,E0115,R02,158.4,98.1,15.3,45.1,0.6191
2025-03-01,E0115,R02,150.4,116.3,19.1,15,0.7731
2025-04-01,E0115,R02,158.4,131.7,9.1,17.5,0.8316
2025-05-01,E0115,R02,158.4,120,20.7,17.7,0.7576
2025-06-01,E0115,R02,142.4,105.9,15.8,20.7,0.7437
2025-07-01,E0115,R02,150.4,107.5,17.8,25.1,0.7149
2025-08-01,E0115,R02,158.4,123.3,19.9,15.3,0.7782
2025-09-01,E0115,R02,158.4,112.7,17.8,27.9,0.7116
2025-10-01,E0115,R02,158.4,122.6,13.8,22,0.7737
2025-11-01,E0115,R02,158.4,115.4,17.5,25.4,0.7288
2025-12-01,E0115,R02,166.4,117.6,6.7,42.2,0.7066
2026-01-01,E0115,R02,158.4,116.8,14.4,27.2,0.7372
2026-02-01,E0115,R02,158.4,102.7,8.9,46.8,0.6484
2026-03-01,E0115,R02,166.4,131.8,23,11.6,0.7923
2026-04-01,E0115,R02,158.4,99.5,18.5,40.3,0.6282
2026-05-01,E0115,R02,166.4,115.2,17.9,33.3,0.6924
2026-06-01,E0115,R02,166.4,130.3,22.4,13.7,0.7832
2023-01-01,E0116,R01,158.4,137.7,12.5,8.1,0.8696
2023-02-01,E0116,R01,158.4,122.1,16.6,19.7,0.7706
2023-03-01,E0116,R01,158.4,130.4,10.7,17.3,0.8234
2023-04-01,E0116,R01,150.4,119.9,16.3,14.3,0.797
2023-05-01,E0116,R01,158.4,118.8,11.4,28.2,0.7501
2023-06-01,E0116,R01,150.4,104.9,10.9,34.5,0.6978
2023-07-01,E0116,R01,158.4,114.1,15.5,28.8,0.7204
2023-08-01,E0116,R01,166.4,126.9,16.5,23,0.7626
2023-09-01,E0116,R01,158.4,110,7.6,40.8,0.6943
2023-10-01,E0116,R01,150.4,110.8,15.8,23.8,0.7366
2023-11-01,E0116,R01,158.4,124.3,19.6,14.5,0.7846
2023-12-01,E0116,R01,158.4,95.2,16.7,46.5,0.6012
2024-01-01,E0116,R01,158.4,108.2,12.8,37.4,0.6829
2024-02-01,E0116,R01,166.4,123.5,20.5,22.4,0.7423
2024-03-01,E0116,R01,158.4,117.7,12.8,27.9,0.7429
2024-04-01,E0116,R01,150.4,108.9,21.6,19.9,0.7241
2024-05-01,E0116,R01,158.4,109.2,18.2,31.1,0.6891
2024-06-01,E0116,R01,150.4,123.5,18.9,8,0.8209
2024-07-01,E0116,R01,158.4,107.4,21.2,29.8,0.6782
2024-08-01,E0116,R01,166.4,127.5,13.8,25.1,0.7663
2024-09-01,E0116,R01,166.4,121.4,15.3,29.7,0.7296
2024-10-01,E0116,R01,150.4,110.9,13.4,26.2,0.7371
2024-11-01,E0116,R01,142.4,94.7,13.3,34.5,0.6647
2024-12-01,E0116,R01,158.4,130.3,8.7,19.4,0.8225
2025-01-01,E0116,R01,166.4,104.6,21.1,40.7,0.6288
2025-02-01,E0116,R01,166.4,119.9,13.2,33.2,0.7208
2025-03-01,E0116,R01,150.4,122.6,9.9,18,0.8148
2025-04-01,E0116,R01,158.4,129.9,22.4,6.1,0.8203
2025-05-01,E0116,R01,158.4,114.3,14.7,29.4,0.7216
2025-06-01,E0116,R01,158.4,116.3,15.6,26.6,0.7339
2025-07-01,E0116,R01,158.4,135.4,18.1,4.9,0.8549
2025-08-01,E0116,R01,166.4,124.3,14.5,27.6,0.7469
2025-09-01,E0116,R01,150.4,107.5,18.7,24.2,0.7151
2025-10-01,E0116,R01,158.4,119.8,17.1,21.5,0.7566
2025-11-01,E0116,R01,166.4,128.2,18.8,19.4,0.7706
2025-12-01,E0116,R01,166.4,111.9,18.1,36.4,0.6724
2026-01-01,E0116,R01,158.4,91.7,15.8,50.9,0.5791
2026-02-01,E0116,R01,142.4,90.5,12.9,39,0.6352
2026-03-01,E0116,R01,158.4,106.2,17.6,34.6,0.6703
2026-04-01,E0116,R01,158.4,112.8,16.6,29,0.712
2026-05-01,E0116,R01,166.4,127.9,25.3,13.2,0.7684
2026-06-01,E0116,R01,158.4,118.3,15.7,24.5,0.7465
2023-01-01,E0120,R03,158.4,108.8,18.7,30.9,0.6872
2023-02-01,E0120,R03,166.4,114.4,17.7,34.2,0.6877
2023-03-01,E0120,R03,158.4,124.5,13.3,20.5,0.7862
2023-04-01,E0120,R03,158.4,118.4,11.4,28.6,0.7475
2023-05-01,E0120,R03,158.4,112.4,15.7,30.4,0.7093
2023-06-01,E0120,R03,158.4,118.5,21.3,18.6,0.7483
2023-07-01,E0120,R03,158.4,127.8,19.3,11.3,0.8069
2023-08-01,E0120,R03,158.4,123.7,14.6,20.1,0.7808
2023-09-01,E0120,R03,158.4,123.9,20.7,13.8,0.782
2023-10-01,E0120,R03,150.4,110.1,11.6,28.7,0.7322
2023-11-01,E0120,R03,158.4,125.9,15.2,17.3,0.795
2023-12-01,E0120,R03,158.4,116.6,17.8,24,0.7359
2024-01-01,E0120,R03,166.4,134.5,16.1,15.7,0.8085
2024-02-01,E0120,R03,158.4,119.4,23.3,15.7,0.7537
2024-03-01,E0120,R03,150.4,114.9,22.4,13.1,0.7638
2024-04-01,E0120,R03,150.4,116.5,15.5,18.3,0.7749
2024-05-01,E0120,R03,150.4,104.6,12.4,33.4,0.6955
2024-06-01,E0120,R03,158.4,106.8,13.1,38.4,0.6745
2024-07-01,E0120,R03,158.4,104,15.2,39.1,0.6568
2024-08-01,E0120,R03,158.4,118.8,17.5,22,0.7503
2024-09-01,E0120,R03,142.4,97.7,12.7,32.1,0.686
2024-10-01,E0120,R03,150.4,110.4,12,28,0.7342
2024-11-01,E0120,R03,158.4,128.6,16,13.8,0.812
2024-12-01,E0120,R03,158.4,112.9,17.2,28.3,0.7127
2025-01-01,E0120,R03,158.4,113.4,14.4,30.6,0.7161
2025-02-01,E0120,R03,158.4,120.4,15.3,22.7,0.7603
2025-03-01,E0120,R03,166.4,114.5,17.9,34,0.6884
2025-04-01,E0120,R03,150.4,111.5,15.2,23.7,0.7414
2025-05-01,E0120,R03,158.4,126.1,12.6,19.7,0.7961
2025-06-01,E0120,R03,158.4,116.2,15.4,26.8,0.7336
2025-07-01,E0120,R03,150.4,112.8,15.5,22.1,0.7498
2025-08-01,E0120,R03,158.4,112.1,20.1,26.2,0.7075
2025-09-01,E0120,R03,166.4,133.2,16.3,16.9,0.8004
2025-10-01,E0120,R03,158.4,116.5,9.6,32.3,0.7357
2025-11-01,E0120,R03,158.4,123.6,18,16.9,0.7801
2025-12-01,E0120,R03,142.4,97.7,12.7,32,0.6862
2026-01-01,E0120,R03,158.4,106.9,22.1,29.5,0.6747
2026-02-01,E0120,R03,166.4,109.8,17.4,39.2,0.66
2026-03-01,E0120,R03,158.4,117.4,15.5,25.5,0.7411
2026-04-01,E0120,R03,158.4,108.3,10.6,39.5,0.684
2026-05-01,E0120,R03,158.4,135.6,17.3,5.5,0.856
2026-06-01,E0120,R03,150.4,114.6,6,29.8,0.7618
2023-01-01,E0122,R03,166.4,128.9,15.4,22.1,0.7743
2023-02-01,E0122,R03,166.4,124.7,19.8,22,0.7491
2023-03-01,E0122,R03,150.4,124.2,21.3,4.9,0.826
2023-04-01,E0122,R03,158.4,119.2,24.6,14.6,0.7523
2023-05-01,E0122,R03,166.4,121.9,18.4,26,0.7327
2023-06-01,E0122,R03,158.4,123.8,13,21.6,0.7816
2023-07-01,E0122,R03,158.4,124.1,12.2,22.1,0.7832
2023-08-01,E0122,R03,150.4,111.6,13.6,25.3,0.7419
2023-09-01,E0122,R03,158.4,117.9,12.5,27.9,0.7446
2023-10-01,E0122,R03,158.4,125.2,21.1,12,0.7906
2023-11-01,E0122,R03,150.4,110.6,12.6,27.2,0.7352
2023-12-01,E0122,R03,158.4,114.8,19.9,23.7,0.7244
2024-01-01,E0122,R03,150.4,108,15.5,26.9,0.7183
2024-02-01,E0122,R03,158.4,121.5,14.1,22.9,0.7667
2024-03-01,E0122,R03,150.4,122.7,23.2,4.5,0.8156
2024-04-01,E0122,R03,166.4,121,18,27.4,0.7274
2024-05-01,E0122,R03,150.4,108,19.4,22.9,0.7183
2024-06-01,E0122,R03,158.4,118.6,15.8,24,0.7485
2024-07-01,E0122,R03,166.4,126.5,13.2,26.7,0.7604
2024-08-01,E0122,R03,166.4,143.1,19.9,3.4,0.8601
2024-09-01,E0122,R03,166.4,125.4,12,29,0.7537
2024-10-01,E0122,R03,166.4,128.5,10.1,27.8,0.7721
2024-11-01,E0122,R03,166.4,131,14.5,20.9,0.7872
2024-12-01,E0122,R03,142.4,97.1,10.4,34.9,0.6818
2025-01-01,E0122,R03,166.4,111.6,21.7,33.1,0.6707
2025-02-01,E0122,R03,150.4,93.4,12.5,44.5,0.6213
2025-03-01,E0122,R03,158.4,119.2,16,23.2,0.7528
2025-04-01,E0122,R03,166.4,124.5,21.2,20.6,0.7483
2025-05-01,E0122,R03,158.4,107.8,19.3,31.3,0.6808
2025-06-01,E0122,R03,158.4,127.2,20.6,10.6,0.8032
2025-07-01,E0122,R03,166.4,132,20.1,14.3,0.793
2025-08-01,E0122,R03,166.4,134.9,15.3,16.2,0.8108
2025-09-01,E0122,R03,158.4,114.5,13.2,30.7,0.7228
2025-10-01,E0122,R03,158.4,110.9,14.9,32.5,0.7004
2025-11-01,E0122,R03,166.4,122.2,25.5,18.7,0.7344
2025-12-01,E0122,R03,158.4,117.9,19.1,21.4,0.7441
2026-01-01,E0122,R03,158.4,108,8,42.4,0.682
2026-02-01,E0122,R03,142.4,87,11.6,43.8,0.6111
2026-03-01,E0122,R03,166.4,136,21.1,9.3,0.8171
2026-04-01,E0122,R03,158.4,120.6,21.4,16.4,0.7611
2026-05-01,E0122,R03,158.4,142,16,0.4,0.8963
2026-06-01,E0122,R03,158.4,124.5,13.7,20.2,0.7857
2023-01-01,E0126,R02,166.4,120.1,12.8,33.5,0.7218
2023-02-01,E0126,R02,166.4,111.7,17.1,37.6,0.6711
2023-03-01,E0126,R02,158.4,110.4,7.2,40.8,0.6972
2023-04-01,E0126,R02,142.4,121.8,6.7,14,0.8551
2023-05-01,E0126,R02,166.4,117.2,14.1,35.1,0.7042
2023-06-01,E0126,R02,158.4,127.6,17.7,13.2,0.8054
2023-07-01,E0126,R02,166.4,125.3,17.2,24,0.7528
2023-08-01,E0126,R02,158.4,135.5,17.3,5.6,0.8552
2023-09-01,E0126,R02,166.4,149.3,17.1,0,0.897
2023-10-01,E0126,R02,150.4,113.7,12.8,23.9,0.7563
2023-11-01,E0126,R02,158.4,128.3,19.7,10.4,0.8097
2023-12-01,E0126,R02,150.4,114.9,15.5,20.1,0.7638
2024-01-01,E0126,R02,166.4,116.7,18.2,31.5,0.7013
2024-02-01,E0126,R02,150.4,117.1,19.6,13.7,0.7788
2024-03-01,E0126,R02,150.4,112.8,19.3,18.3,0.7497
2024-04-01,E0126,R02,158.4,116.6,16.2,25.6,0.7363
2024-05-01,E0126,R02,158.4,136.4,15.7,6.3,0.8613
2024-06-01,E0126,R02,158.4,113.4,17.9,27.2,0.7157
2024-07-01,E0126,R02,166.4,115.8,18,32.6,0.6962
2024-08-01,E0126,R02,150.4,120.7,15.9,13.8,0.8022
2024-09-01,E0126,R02,150.4,114.9,12,23.5,0.7638
2024-10-01,E0126,R02,142.4,114.1,15.6,12.7,0.8009
2024-11-01,E0126,R02,158.4,124.5,13.6,20.3,0.786
2024-12-01,E0126,R02,166.4,111.4,16.9,38.1,0.6697
2025-01-01,E0126,R02,158.4,113.9,11.1,33.3,0.7193
2025-02-01,E0126,R02,166.4,128.3,11.5,26.6,0.7711
2025-03-01,E0126,R02,158.4,117.1,14.9,26.4,0.7395
2025-04-01,E0126,R02,150.4,110.3,11.1,29,0.7333
2025-05-01,E0126,R02,158.4,124.7,13.3,20.3,0.7874
2025-06-01,E0126,R02,158.4,120.4,17.9,20.2,0.7599
2025-07-01,E0126,R02,150.4,118.4,21.5,10.5,0.7873
2025-08-01,E0126,R02,158.4,117.1,17.7,23.6,0.7394
2025-09-01,E0126,R02,158.4,110,23.6,24.8,0.6942
2025-10-01,E0126,R02,150.4,121.3,11.9,17.2,0.8062
2025-11-01,E0126,R02,158.4,127.9,16.2,14.2,0.8077
2025-12-01,E0126,R02,158.4,105.5,16.4,36.5,0.6659
2026-01-01,E0126,R02,150.4,102.1,11.6,36.6,0.6791
2026-02-01,E0126,R02,166.4,122.6,11.2,32.6,0.7367
2026-03-01,E0126,R02,158.4,115,13.6,29.8,0.726
2026-04-01,E0126,R02,158.4,118.2,15.9,24.3,0.7461
2026-05-01,E0126,R02,158.4,117.2,16.4,24.9,0.7397
2026-06-01,E0126,R02,166.4,121.5,10.5,34.3,0.7303
2023-01-01,E0128,R03,166.4,118.6,20.3,27.5,0.7125
2023-02-01,E0128,R03,158.4,89.2,12.7,56.5,0.5629
2023-03-01,E0128,R03,158.4,113.1,8,37.3,0.7141
2023-04-01,E0128,R03,166.4,131.4,16.4,18.6,0.7897
2023-05-01,E0128,R03,158.4,111.3,15.6,31.5,0.7027
2023-06-01,E0128,R03,158.4,117,15.5,25.8,0.7388
2023-07-01,E0128,R03,166.4,131.3,17.7,17.3,0.7893
2023-08-01,E0128,R03,150.4,119.2,12.2,19,0.7924
2023-09-01,E0128,R03,142.4,96.5,10.8,35.1,0.6776
2023-10-01,E0128,R03,166.4,121.7,12.2,32.5,0.7315
2023-11-01,E0128,R03,150.4,115.2,26.3,8.9,0.7659
2023-12-01,E0128,R03,166.4,103.6,14.9,48,0.6225
2024-01-01,E0128,R03,166.4,111.4,16.4,38.6,0.6696
2024-02-01,E0128,R03,166.4,129.5,17.6,19.3,0.7785
2024-03-01,E0128,R03,142.4,110.2,6.5,25.6,0.7742
2024-04-01,E0128,R03,158.4,107.2,19.7,31.5,0.6766
2024-05-01,E0128,R03,158.4,116.7,12,29.7,0.7365
2024-06-01,E0128,R03,158.4,119.4,15.3,23.7,0.7539
2024-07-01,E0128,R03,150.4,131.5,16.3,2.6,0.8741
2024-08-01,E0128,R03,158.4,122.8,17.7,17.9,0.7751
2024-09-01,E0128,R03,158.4,120.2,13.7,24.5,0.7588
2024-10-01,E0128,R03,158.4,107.9,22.4,28.1,0.6813
2024-11-01,E0128,R03,158.4,123.3,17.4,17.7,0.7782
2024-12-01,E0128,R03,166.4,108.2,22.2,36,0.6502
2025-01-01,E0128,R03,166.4,120.3,20.7,25.4,0.723
2025-02-01,E0128,R03,142.4,112.6,14.4,15.4,0.7905
2025-03-01,E0128,R03,158.4,126.5,14.8,17.1,0.7986
2025-04-01,E0128,R03,158.4,118,13.8,26.7,0.7448
2025-05-01,E0128,R03,158.4,118.2,13,27.2,0.7463
2025-06-01,E0128,R03,166.4,134.1,22.1,10.2,0.8056
2025-07-01,E0128,R03,158.4,122.6,19.4,16.3,0.774
2025-08-01,E0128,R03,150.4,117.6,20.6,12.2,0.7818
2025-09-01,E0128,R03,158.4,119.6,12.6,26.2,0.7551
2025-10-01,E0128,R03,158.4,106,17.3,35.1,0.6693
2025-11-01,E0128,R03,158.4,111.5,19.7,27.2,0.7039
2025-12-01,E0128,R03,158.4,116.6,20,21.8,0.736
2026-01-01,E0128,R03,142.4,82.3,11.3,48.7,0.5783
2026-02-01,E0128,R03,158.4,125.9,15.2,17.3,0.795
2026-03-01,E0128,R03,150.4,114.7,17.6,18.1,0.7629
2026-04-01,E0128,R03,158.4,134.3,15.9,8.1,0.8482
2026-05-01,E0128,R03,158.4,112.5,17.1,28.8,0.7103
2026-06-01,E0128,R03,166.4,128.8,17.9,19.7,0.7739
2023-01-01,E0130,R01,158.4,113,17.2,28.2,0.7132
2023-02-01,E0130,R01,158.4,108.2,13.1,37.1,0.6834
2023-03-01,E0130,R01,158.4,114.5,19.5,24.4,0.7231
2023-04-01,E0130,R01,150.4,113.2,13,24.2,0.753
2023-05-01,E0130,R01,150.4,125.5,17.5,7.4,0.8346
2023-06-01,E0130,R01,158.4,114.8,7.5,36.1,0.7248
2023-07-01,E0130,R01,150.4,106.6,11.3,32.5,0.7087
2023-08-01,E0130,R01,150.4,117.1,15.3,17.9,0.7789
2023-09-01,E0130,R01,158.4,120.2,17.1,21.1,0.7589
2023-10-01,E0130,R01,166.4,129.3,18.7,18.4,0.7772
2023-11-01,E0130,R01,158.4,120.8,14.1,23.4,0.7629
2023-12-01,E0130,R01,166.4,117.8,23,25.6,0.708
2024-01-01,E0130,R01,158.4,107.3,11.4,39.7,0.6776
2024-02-01,E0130,R01,158.4,120.2,16.9,21.3,0.7588
2024-03-01,E0130,R01,142.4,110.9,17.2,14.3,0.7787
2024-04-01,E0130,R01,158.4,123.9,9.6,25,0.7821
2024-05-01,E0130,R01,150.4,117.4,7.9,25.1,0.7805
2024-06-01,E0130,R01,166.4,126.3,12.3,27.8,0.7593
2024-07-01,E0130,R01,150.4,120.8,16.4,13.2,0.8029
2024-08-01,E0130,R01,158.4,116.8,18.9,22.7,0.7375
2024-09-01,E0130,R01,166.4,117,14.8,34.6,0.7029
2024-10-01,E0130,R01,158.4,109.7,19.4,29.3,0.6926
2024-11-01,E0130,R01,158.4,121.8,14.4,22.2,0.769
2024-12-01,E0130,R01,158.4,112.1,11.6,34.7,0.7076
2025-01-01,E0130,R01,166.4,136,22,8.3,0.8175
2025-02-01,E0130,R01,150.4,114,17.9,18.6,0.7578
2025-03-01,E0130,R01,158.4,107.2,9.7,41.5,0.6768
2025-04-01,E0130,R01,166.4,123.2,15.1,28.1,0.7403
2025-05-01,E0130,R01,158.4,120.5,20.5,17.4,0.7609
2025-06-01,E0130,R01,158.4,100.8,18.4,39.1,0.6364
2025-07-01,E0130,R01,166.4,123.2,12,31.3,0.7402
2025-08-01,E0130,R01,166.4,110.1,8.1,48.1,0.6619
2025-09-01,E0130,R01,150.4,118.1,19.2,13.1,0.7853
2025-10-01,E0130,R01,158.4,115.2,20.8,22.3,0.7275
2025-11-01,E0130,R01,158.4,118.2,18.3,21.8,0.7464
2025-12-01,E0130,R01,158.4,112.4,14.7,31.4,0.7095
2026-01-01,E0130,R01,150.4,105.2,16.4,28.8,0.6997
