month_start,project_id,customer_id,region_id,revenue_usd,direct_labor_cost_usd,subcontractor_cost_usd,travel_cost_usd,gross_profit_usd,billable_hours
2025-03-01,P0108,C0292,R04,63835.58,27404,4128.73,615.77,31687.08,289.4
2023-12-01,P0109,C0132,R04,103609.87,48169.67,7439.24,1009.17,46991.79,544.8
2024-01-01,P0109,C0132,R04,149016.26,65744.34,8606.89,298.03,74366.99,722.4
2023-09-01,P0110,C0007,R01,25070.96,15166.51,2671.29,210.04,7023.11,171
2023-10-01,P0110,C0007,R01,41784.93,25872.13,4395.33,899.76,10617.71,289.7
2023-11-01,P0110,C0007,R01,58498.91,37109.11,5382.47,768.37,15238.95,418
2023-12-01,P0110,C0007,R01,75212.88,35676.61,6896.23,367.74,32272.3,403.5
2024-01-01,P0110,C0007,R01,94786.62,42666.85,7092.4,1555.82,43471.54,468.9
2024-02-01,P0110,C0007,R01,73722.92,33394.68,8978.2,1232.21,30117.84,367.5
2024-03-01,P0110,C0007,R01,52659.23,25503.36,6719.04,280.43,20156.4,278.9
2024-04-01,P0110,C0007,R01,31595.54,15570.34,3319.75,472.64,12232.82,171
2024-10-01,P0111,C0212,R02,11829.44,5011.78,161.68,260.25,6395.73,54.9
2024-11-01,P0111,C0212,R02,11829.44,4166.95,189.98,260.25,7212.26,45.7
2025-07-01,P0112,C0123,R01,53272.26,34311.57,3912.47,1198.34,13849.88,364.4
2025-08-01,P0112,C0123,R01,43962.7,22829.46,3492.96,624.34,17015.95,245.3
2025-09-01,P0112,C0123,R01,45047.71,21695.68,3674.93,901.81,18775.29,232.7
2025-10-01,P0112,C0123,R01,46397.14,17290.63,3887.62,742.16,24476.72,184
2025-11-01,P0112,C0123,R01,42645.15,14165.15,1992.95,221.15,26265.9,151.1
2025-12-01,P0112,C0123,R01,43940.66,20595.27,2135.04,954.11,20256.24,220.6
2026-01-01,P0112,C0123,R01,51485.89,24088.7,3829.5,610.33,22957.35,252.6
2026-02-01,P0112,C0123,R01,48424.73,21165.75,5213.1,728.84,21317.05,220.5
2026-03-01,P0112,C0123,R01,48750.05,25108.34,5145.4,398.72,18097.59,261.2
2026-04-01,P0112,C0123,R01,52633.62,27836.34,1052.67,1176.84,22567.77,286.7
2026-05-01,P0112,C0123,R01,50839.05,23560.46,2209.39,740.9,24328.3,246.8
2026-06-01,P0112,C0123,R01,50325.18,27275.82,2895.58,525.04,19628.74,283.3
2025-04-01,P0113,C0267,R03,35813.81,16837.69,831.57,215.57,17928.98,177.6
2025-05-01,P0113,C0267,R03,38353.08,21454.63,1121.48,344.07,15432.9,227.9
2025-06-01,P0113,C0267,R03,31511.84,15871.11,945.28,231.58,14463.88,168.9
2025-02-01,P0114,C0087,R02,28732.23,7539.27,806,632.11,19754.84,78.3
2025-08-01,P0115,C0040,R01,54503.79,27039.79,3583.5,1221.75,22658.76,290.5
2025-09-01,P0115,C0040,R01,49680.04,22858.51,4327.32,326.17,22168.04,245.2
2025-10-01,P0115,C0040,R01,47804.52,17019.78,3651.29,722.57,26410.88,181.1
2025-11-01,P0115,C0040,R01,44548.45,14136.75,4539.43,917.67,24954.6,150.8
2025-12-01,P0115,C0040,R01,39989.64,17906.62,3935.81,550.6,17596.61,191.8
2026-01-01,P0115,C0040,R01,47380.8,21178.39,8258.28,606.88,17337.25,222.1
2026-02-01,P0115,C0040,R01,48286.35,20163.04,1921.21,998.06,25204.04,210.1
2026-03-01,P0115,C0040,R01,52865.5,26012.41,9494.6,1037.12,16321.37,270.6
2026-04-01,P0115,C0040,R01,48685.56,24598.83,6239.03,464.35,17383.36,253.3
2026-05-01,P0115,C0040,R01,48986.18,21688.28,3720.47,578.83,22998.6,227.2
2026-06-01,P0115,C0040,R01,51396.98,26613.09,7009.19,561.8,17212.89,276.4
2026-05-01,P0116,C0264,R01,27249.64,11514.93,1563.26,515.93,13655.51,120.6
2026-06-01,P0116,C0264,R01,47067.56,23261.01,4025.23,649.34,19131.98,241.6
2023-04-01,P0117,C0103,R02,43117.57,24728.51,2346.77,184.88,15857.41,274.7
2023-05-01,P0117,C0103,R02,71862.62,48383.84,10121.28,1088.98,12268.51,534.8
2023-06-01,P0117,C0103,R02,100607.66,66977.7,5969.66,926.76,26733.54,741.4
2023-07-01,P0117,C0103,R02,129352.71,104176.04,11580.35,1782.1,11814.22,1153
2023-08-01,P0117,C0103,R02,129352.71,115381.4,14991.99,3011.24,-4031.91,1300.9
2023-09-01,P0117,C0103,R02,100607.66,82806.14,14484.81,962.69,2354.02,933.7
2023-10-01,P0117,C0103,R02,71862.62,60538.58,10477.67,887.04,-40.67,678
2023-11-01,P0117,C0103,R02,43117.57,37213.77,1946.52,291.38,3665.9,419.2
2023-08-01,P0118,C0282,R01,49522.1,26107.38,2064.21,322.84,21027.67,294.4
2023-09-01,P0118,C0282,R01,54117.25,26325.17,1255.19,329.81,26207.08,296.8
2023-10-01,P0118,C0282,R01,54498.88,27134.44,1840.9,811.28,24712.26,303.9
2023-11-01,P0118,C0282,R01,51754.51,26399.86,2231.81,770.46,22352.38,297.4
2023-12-01,P0118,C0282,R01,45518.93,17362.17,2188.31,785.21,25183.25,196.4
2024-01-01,P0118,C0282,R01,64847.13,23472.26,533.56,153.31,40688,257.9
2023-09-01,P0119,C0063,R02,123169.09,98593.06,8673.65,1200.76,14701.63,1111.7
2023-10-01,P0119,C0063,R02,119019,97512.13,3010.54,3037.41,15458.92,1092
2024-03-01,P0120,C0212,R02,17333.6,6576.43,868.1,247.2,9641.86,71.9
2024-04-01,P0120,C0212,R02,15758.87,6083.81,1294.19,99.44,8281.43,66.8
2024-05-01,P0120,C0212,R02,15896.35,7119.88,1955.13,188.03,6633.31,78.8
2024-06-01,P0120,C0212,R02,14618.47,5588.36,2177.3,238.4,6614.42,61.6
2024-07-01,P0120,C0212,R02,15696.52,7434.03,1029.79,49.97,7182.73,82.5
2024-06-01,P0121,C0133,R02,57344.18,23282.38,2034.04,430.43,31597.33,256.8
2024-07-01,P0121,C0133,R02,57764.89,29056.3,1471.07,407.09,26830.43,322.5
2024-08-01,P0121,C0133,R02,57043.68,23545.75,1359.82,825.87,31312.24,259.5
2024-09-01,P0121,C0133,R02,56263.66,22735.11,1140.9,987.04,31400.61,248.4
2024-10-01,P0121,C0133,R02,60211.23,26274.71,3583.43,732.23,29620.86,287.7
2024-11-01,P0121,C0133,R02,58288.33,21147.95,1764.27,957.66,34418.45,231.9
2024-12-01,P0121,C0133,R02,58321.98,18227.84,2008.52,782.65,37302.97,197
2025-03-01,P0122,C0191,R02,18591.55,6042.74,496.49,324.28,11728.05,63.8
2025-04-01,P0122,C0191,R02,37183.1,15463.51,2434.07,265.68,19019.84,163.1
2025-05-01,P0122,C0191,R02,37183.1,18399.12,2495.79,433.59,15854.6,195.4
2025-06-01,P0122,C0191,R02,18591.55,8282.85,1736.85,292.5,8279.35,88.2
2025-09-01,P0123,C0106,R03,218696.74,118705.93,23951.76,2174.17,73864.88,1273.4
2025-10-01,P0123,C0106,R03,437393.49,183705.22,27780.69,1463.18,224444.4,1954.8
2025-11-01,P0123,C0106,R03,437393.49,163739.45,16972.32,5021.57,251660.15,1746.4
2025-12-01,P0123,C0106,R03,218696.74,115524.12,12690.92,3842.65,86639.05,1237.6
2024-03-01,P0124,C0072,R04,205750.17,91136.4,20429.57,3176.46,91007.74,996.7
2024-04-01,P0124,C0072,R04,205750.17,92734.47,13259.38,4421.84,95334.49,1018.3
2025-08-01,P0125,C0190,R02,235550.1,120572.63,8800.75,4174.48,102002.24,1295.3
2025-09-01,P0125,C0190,R02,234912.07,111521.9,9760.78,5066.69,108562.71,1196.4
2025-10-01,P0125,C0190,R02,241158.9,88588.47,14416.52,3236,134917.9,942.7
2025-11-01,P0125,C0190,R02,241014.38,78913.03,15949.99,482.03,145669.33,841.7
2025-04-01,P0126,C0238,R03,65367.24,26242.93,1629.32,512.78,36982.21,276.8
2025-05-01,P0126,C0238,R03,65505.8,31291.09,2750.3,538.82,30925.58,332.4
2025-06-01,P0126,C0238,R03,66617.94,28651.33,2032.97,643.4,35290.23,305
2025-07-01,P0126,C0238,R03,67401.09,31035.92,2065.98,357.84,33941.35,329.6
2025-08-01,P0126,C0238,R03,64692.05,24017.09,2496.72,1141.58,37036.67,258
2025-09-01,P0126,C0238,R03,70747.85,24359.71,2716.5,877.33,42794.32,261.3
2025-10-01,P0126,C0238,R03,70249.81,18716.43,759.71,1158.57,49615.1,199.2
2025-11-01,P0126,C0238,R03,64898.81,15411.56,2348.08,299.21,46839.97,164.4
2025-03-01,P0127,C0278,R02,189328.45,64225.32,12178.85,2896.71,110027.56,678.3
2025-04-01,P0127,C0278,R02,189328.45,82177.11,8324.11,3245.72,95581.51,866.7
2023-04-01,P0128,C0042,R04,16265.66,7716.7,325.31,218.43,8005.22,85.7
2023-05-01,P0128,C0042,R04,14729.71,8203.67,1596.36,370.13,4559.56,90.7
2023-06-01,P0128,C0042,R04,17345.14,9551.98,1287.76,214.64,6290.77,105.7
2023-07-01,P0128,C0042,R04,16665.36,11102.57,974.49,316.3,4272,122.9
2023-08-01,P0128,C0042,R04,16253.79,11993.1,2811.41,333.34,1115.95,135.2
2023-09-01,P0128,C0042,R04,15875.32,10808.63,2043.98,202.05,2820.67,121.9
2023-10-01,P0128,C0042,R04,16933.77,11800.47,1097.38,141.04,3894.88,132.1
2023-11-01,P0128,C0042,R04,17006.03,12141.4,2132.03,163.28,2569.32,136.8
2023-12-01,P0128,C0042,R04,17143.48,9152.15,1607.32,78.86,6305.14,103.5
2024-01-01,P0128,C0042,R04,18002.43,9120.27,2574.29,161.17,6146.7,100.2
2024-02-01,P0128,C0042,R04,19990.82,10191.51,1429.22,517.78,7852.31,112.1
2024-03-01,P0128,C0042,R04,19564.45,10664.09,1283.46,230.08,7386.82,116.6
2025-07-01,P0129,C0205,R03,22030.04,11629.86,2143.44,74.61,8182.14,123.5
2025-08-01,P0129,C0205,R03,39654.08,16877.92,2686.23,470.61,19619.32,181.3
2025-09-01,P0129,C0205,R03,57278.12,22610.44,5263.4,317,29087.28,242.6
2025-10-01,P0129,C0205,R03,57278.12,17495.57,2752.71,667.32,36362.52,186.2
2025-11-01,P0129,C0205,R03,39654.08,10795.91,782.32,364.72,27711.13,115.1
2025-12-01,P0129,C0205,R03,22030.04,8463.23,1691.23,334.12,11541.48,90.7
2026-06-01,P0130,C0291,R03,62828.89,39100.94,3284.74,1032.63,19410.58,406.1
2025-09-01,P0131,C0294,R03,189451.13,98020.67,12886.18,461.46,78082.82,1051.5
2025-10-01,P0131,C0294,R03,197388.49,79024.43,12246.62,1096.22,105021.23,840.9
2025-11-01,P0131,C0294,R03,216445.49,77236.03,11874.01,3197.62,124137.83,823.8
2023-02-01,P0132,C0174,R01,62549.51,32662.26,8301.68,1003,20582.57,361.8
2023-03-01,P0132,C0174,R01,118149.08,62073.42,3833.13,2285.83,49956.7,684.4
2023-04-01,P0132,C0174,R01,173748.64,73609.22,9459.46,347.5,90332.47,817.7
2023-05-01,P0132,C0174,R01,118149.08,58761.76,12123.82,1486.3,45777.21,649.5
2023-06-01,P0132,C0174,R01,62549.51,30760.27,6710.31,815.87,24263.06,340.5
2024-06-01,P0133,C0190,R02,134712.4,48278.86,2627.24,2963.67,80842.63,532.6
2025-06-01,P0134,C0035,R01,26848.99,10746.94,29.25,296.6,15776.2,114.4
2025-07-01,P0134,C0035,R01,25169.65,10786.44,424.18,50.34,13908.7,114.6
2025-08-01,P0134,C0035,R01,24413.28,8435.27,627.16,365.6,14985.25,90.6
2025-09-01,P0134,C0035,R01,23306.13,7468.48,822.19,284.6,14730.86,80.1
2025-10-01,P0134,C0035,R01,26725.42,6626.83,1494.8,132.39,18471.4,70.5
2025-11-01,P0134,C0035,R01,28558.27,6311.68,1002.16,298.5,20945.93,67.3
2025-12-01,P0134,C0035,R01,28484.28,8883.16,0,403.95,19197.17,95.2
2026-01-01,P0134,C0035,R01,29578.83,9208.05,686.87,462.16,19221.75,96.5
2026-02-01,P0134,C0035,R01,30845.6,8970.59,754.05,362.88,20758.08,93.5
2026-03-01,P0134,C0035,R01,28675.01,9826.7,337,146.42,18364.88,102.2
2026-04-01,P0134,C0035,R01,31687.92,11150.75,1849.53,339.41,18348.23,114.8
2026-05-01,P0134,C0035,R01,30488.95,9401.35,783.13,209.06,20095.42,98.5
2026-06-01,P0134,C0035,R01,30900.83,11143.56,1296.01,459.97,18001.28,115.7
2024-05-01,P0135,C0166,R02,20679.22,11882.86,1470.08,254.7,7071.58,131.5
2024-06-01,P0135,C0166,R02,20569.15,10088.13,2848.65,202.85,7429.52,111.3
2024-07-01,P0135,C0166,R02,20280.54,12322.88,1993.68,318.49,5645.48,136.8
2024-08-01,P0135,C0166,R02,20604.33,10273.53,2878.17,352.43,7100.19,113.2
2024-09-01,P0135,C0166,R02,21189.69,10343.08,1965.73,88.52,8792.36,113
2024-10-01,P0135,C0166,R02,17492.12,9220.6,2586.29,317.1,5368.13,101
2023-09-01,P0136,C0118,R01,23651.3,15768.93,1714.43,275.34,5892.61,177.8
2023-10-01,P0136,C0118,R01,36265.33,24747.79,4745.87,126.31,6645.35,277.1
2023-11-01,P0136,C0118,R01,48879.35,34173.58,3808.55,143.22,10754,385
2023-12-01,P0136,C0118,R01,61493.38,32147.85,2985.68,1064.07,25295.78,363.6
2024-01-01,P0136,C0118,R01,93393.45,46333.19,9233.95,1158.21,36668.09,509.1
2024-02-01,P0136,C0118,R01,109290.2,54561.75,13555.81,1636.5,39536.14,600.4
2024-03-01,P0136,C0118,R01,93393.45,49850.74,8561.98,1028.49,33952.23,545.2
2024-04-01,P0136,C0118,R01,77496.69,42090.85,8499.69,822.14,26084,462.2
2024-05-01,P0136,C0118,R01,61599.93,38815.86,2788.52,501.68,19493.87,429.6
2024-06-01,P0136,C0118,R01,45703.18,24580.05,2022.72,645.52,18454.89,271.1
2024-07-01,P0136,C0118,R01,29806.42,19860.24,1928.03,554.83,7463.32,220.5
2025-10-01,P0137,C0020,R01,27267.96,9290.67,1686.03,506,15785.26,98.9
2025-11-01,P0137,C0020,R01,27394.51,8319.36,1114.76,63.8,17896.6,88.7
2025-12-01,P0137,C0020,R01,24804.95,10629.53,2212.59,376.32,11586.52,113.9
2026-01-01,P0137,C0020,R01,25144.98,10756.01,1965.18,256.58,12167.21,112.8
2026-02-01,P0137,C0020,R01,26064.29,10415.66,1553.83,534.08,13560.71,108.5
2026-02-01,P0138,C0127,R03,48475.21,18056.29,2419.55,882.31,27117.06,188.1
2026-03-01,P0138,C0127,R03,47746.55,20956.91,5869.14,495.67,20424.83,218
2026-04-01,P0138,C0127,R03,48838.87,22011.87,6792.55,727.03,19307.43,226.7
2026-05-01,P0138,C0127,R03,52260.49,20639.64,6150.62,446.24,25023.99,216.2
2026-06-01,P0138,C0127,R03,49239.83,22743.19,4487.36,504.37,21504.9,236.2
2024-09-01,P0139,C0122,R01,20467.52,8577.01,735.41,368.76,10786.33,93.7
2024-10-01,P0139,C0122,R01,21633.87,9790.32,0,377.94,11465.62,107.2
2024-11-01,P0139,C0122,R01,20525.01,7722.75,109.22,207.24,12485.8,84.7
2024-12-01,P0139,C0122,R01,20527.19,6653.26,301.71,425.69,13146.53,71.9
2025-01-01,P0139,C0122,R01,22462.43,7548.14,511.26,319.38,14083.64,79.2
2025-02-01,P0139,C0122,R01,19877.2,6188.68,357.83,212.28,13118.41,64.3
2025-03-01,P0139,C0122,R01,21590.9,7879.09,612.56,307.44,12791.82,83.2
2025-04-01,P0139,C0122,R01,20083,9377.31,545.14,94.8,10065.76,98.9
2025-05-01,P0139,C0122,R01,22811.15,12673.18,953.89,235.53,8948.55,134.6
2025-06-01,P0139,C0122,R01,20310.14,10159.31,678.2,236,9236.64,108.1
2025-07-01,P0139,C0122,R01,21994.07,11778.79,813.59,367.02,9034.67,125.1
2025-08-01,P0139,C0122,R01,19189.15,8285.58,765.74,140.57,9997.27,89
2025-09-01,P0139,C0122,R01,21682.02,8682.72,1025.29,210.29,11763.72,93.1
2026-03-01,P0140,C0011,R01,13520.76,6078.75,1626.54,188.39,5627.09,63.2
2026-04-01,P0140,C0011,R01,14145.1,6530.18,1226.51,201.81,6186.6,67.3
2026-05-01,P0140,C0011,R01,13811.96,5587.43,1532.69,173.41,6518.44,58.5
2026-06-01,P0140,C0011,R01,12662.85,5990.93,1336.21,108.04,5227.68,62.2
2025-05-01,P0141,C0044,R01,44220.53,23272.54,4860.8,505.99,15581.2,247.2
2025-06-01,P0141,C0044,R01,42207.56,19999.67,3897.93,468.13,17841.82,212.9
2025-07-01,P0141,C0044,R01,46805.38,23745.01,3679.01,765.61,18615.76,252.2
2025-08-01,P0141,C0044,R01,43798.96,17914.8,5733.66,700.75,19449.74,192.5
2024-09-01,P0142,C0117,R01,63654.25,24448.7,3848.35,634.43,34722.77,267.1
2024-10-01,P0142,C0117,R01,58294.07,24179.33,2107.17,718.35,31289.23,264.7
2024-11-01,P0142,C0117,R01,69920.44,24112.94,2313.11,862.21,42632.18,264.4
2024-12-01,P0142,C0117,R01,61385.52,18235.94,1678.05,757.77,40713.75,197.1
2025-01-01,P0142,C0117,R01,66660.74,20531.02,3658.42,389.69,42081.61,215.4
2025-02-01,P0142,C0117,R01,60851.19,17364.78,1277.64,1038.6,41170.17,180.3
2025-03-01,P0143,C0297,R03,15586.08,5791.73,1705.47,143.97,7944.91,61.2
2025-04-01,P0143,C0297,R03,16544.11,7866.1,918.89,125.05,7634.07,83
2025-05-01,P0143,C0297,R03,17471.91,9884.28,1139.82,91.86,6355.94,105
2025-06-01,P0143,C0297,R03,15695.15,7994.34,604.55,142.67,6953.58,85.1
2025-07-01,P0143,C0297,R03,15999.29,8724.94,1111.39,427.27,5735.69,92.7
2025-08-01,P0143,C0297,R03,13449.26,5913.32,1443.67,64.53,6027.74,63.5
2025-09-01,P0143,C0297,R03,16078.51,6556.45,1141.07,189.12,8191.88,70.3
2025-06-01,P0144,C0084,R02,19465.42,13216.5,2160.38,358.13,3730.4,140.7
2025-07-01,P0144,C0084,R02,19249.46,13993.15,1291.31,217.91,3747.09,148.6
2025-08-01,P0144,C0084,R02,18830.66,11036.57,1266.39,398.91,6128.8,118.6
2025-09-01,P0144,C0084,R02,22404.09,12178.26,2820.72,95.29,7309.82,130.6
2025-10-01,P0144,C0084,R02,21297.06,8957.71,2616.27,269.09,9454,95.3
2025-11-01,P0144,C0084,R02,21633.51,8110.28,1480.93,249.16,11793.13,86.5
2025-12-01,P0144,C0084,R02,19347.98,10235.15,1574.18,110.55,7428.11,109.6
2026-01-01,P0144,C0084,R02,22721.66,11998.38,1891.31,319.08,8512.88,125.8
2026-02-01,P0144,C0084,R02,24424.8,12049.11,3579.26,223.94,8572.49,125.5
2023-03-01,P0145,C0015,R03,17878.62,7584.02,2268.87,367.28,7658.46,83.6
2023-04-01,P0145,C0015,R03,35757.25,12231.08,3125.79,406.43,19993.94,135.9
2023-05-01,P0145,C0015,R03,35757.25,14358.82,2515.29,445.29,18437.86,158.7
2023-06-01,P0145,C0015,R03,17878.62,7098.89,2199.01,216.8,8363.93,78.6
2024-06-01,P0146,C0193,R03,104696.24,55447.03,15226.45,750.07,33272.69,611.6
2024-07-01,P0146,C0193,R03,101110.69,66341.1,5167.09,1277.43,28325.08,736.4
2024-08-01,P0146,C0193,R03,106342.98,57256.26,7608.34,1303.49,40174.89,631
2024-09-01,P0146,C0193,R03,94915.24,50028.11,11431.86,1419.99,32035.28,546.6
2023-12-01,P0147,C0049,R04,26224.97,11167.37,2046.8,256.27,12754.53,126.3
2024-01-01,P0147,C0049,R04,30659.33,12389.42,850.21,662.21,16757.49,136.1
2024-02-01,P0147,C0049,R04,31833.56,12945.08,2552.66,204.15,16131.68,142.4
2024-03-01,P0147,C0049,R04,34349.35,14934.34,1008.42,335.26,18071.33,163.3
2024-04-01,P0147,C0049,R04,33149.05,14665.2,1639.81,589.31,16254.74,161
2024-11-01,P0148,C0223,R04,283650.61,116818.01,19865.22,4848.81,142118.58,1280.8
2024-12-01,P0148,C0223,R04,291890.11,103552.77,26663.97,4279.47,157393.9,1119.3
2025-01-01,P0148,C0223,R04,304644.53,112050.49,28543.64,3369.28,160681.12,1175.6
2025-02-01,P0148,C0223,R04,306894.99,104585.16,17361.01,4187.15,180761.66,1085.8
2026-05-01,P0149,C0179,R04,131582.76,61521.8,7613.16,708.72,61739.08,644.4
2026-06-01,P0149,C0179,R04,116880.99,63911.66,18762.77,233.76,33972.79,663.8
2023-01-01,P0150,C0097,R03,32447.95,20144.35,5152.75,325.94,6824.91,223.1
2023-02-01,P0150,C0097,R03,56046.46,32594.01,5130.45,562.81,17759.2,361
2023-03-01,P0150,C0097,R03,79644.97,46601.61,8688.93,831.26,23523.16,513.8
2023-04-01,P0150,C0097,R03,103243.48,48712.53,2360.72,575.58,51594.66,541.1
2023-05-01,P0150,C0097,R03,79644.97,44115.38,11044.18,1673.82,22811.6,487.6
2023-06-01,P0150,C0097,R03,56046.46,30695.99,1120.93,859.48,23370.06,339.8
2023-07-01,P0150,C0097,R03,32447.95,21498.79,4613.54,265.69,6069.94,238
2023-01-01,P0151,C0037,R03,48423.84,19622.6,605.88,654.31,27541.05,217.3
2023-02-01,P0151,C0037,R03,47022.46,17849.5,1415.87,766.87,26990.22,197.7
2023-03-01,P0151,C0037,R03,46168.48,17632.72,1232.46,907.32,26395.97,194.4
2023-04-01,P0151,C0037,R03,53088.16,16349.59,1725.78,809.2,34203.58,181.6
2023-05-01,P0151,C0037,R03,53689.4,19411.16,2073.51,567.68,31637.04,214.6
2023-06-01,P0151,C0037,R03,50119.24,17917.16,1238.38,521.61,30442.09,198.3
2023-07-01,P0151,C0037,R03,50039.68,21640.76,2461.97,517.11,25419.85,239.5
2023-08-01,P0151,C0037,R03,50007.11,23952.87,261.23,999.93,24793.08,270.1
2023-09-01,P0151,C0037,R03,52034.96,22998.12,2640.09,180.53,26216.22,259.3
2023-10-01,P0151,C0037,R03,46800.05,21170.99,1956.52,491.85,23180.7,237.1
2023-11-01,P0151,C0037,R03,50750.41,23520.94,901.34,472.91,25855.23,265
2023-12-01,P0151,C0037,R03,50302.69,17432.7,224.05,440.59,32205.34,197.2
2024-01-01,P0151,C0037,R03,60747.06,19977.95,1603.85,815.22,38350.04,219.5
2026-05-01,P0152,C0214,R01,19623.98,9593,1980.31,132.64,7918.03,100.5
2026-06-01,P0152,C0214,R01,31700.27,18123.27,1778.11,207.93,11590.95,188.2
2025-06-01,P0153,C0112,R03,43744.91,20518.58,3393.57,129.5,19703.26,218.4
2025-07-01,P0153,C0112,R03,46574.7,23389.12,465.75,699.19,22020.64,248.4
2025-08-01,P0153,C0112,R03,47430.05,19203.89,1977.94,522.87,25725.35,206.3
2025-09-01,P0153,C0112,R03,45594.73,17121.42,1507.64,322.5,26643.18,183.7
2025-10-01,P0153,C0112,R03,47755.39,13876.07,2974.56,1268.77,29635.99,147.7
2025-11-01,P0153,C0112,R03,49277.79,12762.25,3209.72,451.9,32853.92,136.1
2024-03-01,P0154,C0275,R03,36498.48,19300.63,4535.72,121.92,12540.2,211.1
2024-04-01,P0154,C0275,R03,34776.5,18712.51,3404.64,663.47,11995.89,205.5
2024-05-01,P0154,C0275,R03,33394.2,20846.9,1589.25,458.39,10499.66,230.7
2024-06-01,P0154,C0275,R03,33310.68,17748.49,2173.16,671.14,12717.89,195.8
2024-07-01,P0154,C0275,R03,35382.49,23356.33,1856.48,345.59,9824.09,259.3
2024-08-01,P0154,C0275,R03,31835.86,17244.93,2270.85,587.74,11732.34,190
2024-09-01,P0154,C0275,R03,35591.28,18873.5,2149.65,415.98,14152.15,206.2
2024-10-01,P0154,C0275,R03,35583.32,20377.3,4059.45,409.52,10737.04,223.1
2024-11-01,P0154,C0275,R03,34328.52,16344.88,3685.13,493.8,13804.72,179.2
2024-12-01,P0154,C0275,R03,37005.8,15177.93,1781.58,475.78,19570.51,164.1
2024-05-01,P0155,C0060,R01,31359.37,17925.14,1550.42,606.1,11277.71,198.4
2024-06-01,P0155,C0060,R01,35137.82,17142.63,1937.9,594.87,15462.42,189.1
2024-07-01,P0155,C0060,R01,31747.36,19188.83,3826.58,152.22,8579.73,213
2024-08-01,P0155,C0060,R01,28528.33,14149.66,2509.9,376.99,11491.78,155.9
2024-09-01,P0155,C0060,R01,27285.55,13248.49,1666.13,259.02,12111.91,144.8
2024-10-01,P0155,C0060,R01,34994.97,18349.77,2800.98,447.27,13396.94,200.9
2024-11-01,P0155,C0060,R01,29668.48,12934.41,2513.84,443.3,13776.92,141.8
2024-12-01,P0155,C0060,R01,32647.48,12260.76,4295.81,204.21,15886.7,132.5
2025-01-01,P0155,C0060,R01,34024.89,13247.76,4995.9,223.31,15557.92,139
2025-02-01,P0155,C0060,R01,32403.9,11689.69,3256.02,307.48,17150.72,121.4
2025-03-01,P0155,C0060,R01,31173.52,13181.16,2496.48,319.05,15176.83,139.2
2024-11-01,P0156,C0205,R03,68686.81,28859.98,2990.06,1280.47,35556.29,316.4
2024-12-01,P0156,C0205,R03,65636.64,23756.66,7430.42,887.46,33562.1,256.8
2025-01-01,P0156,C0205,R03,69993.73,26264.93,6673.27,991.88,36063.65,275.6
2025-02-01,P0156,C0205,R03,72124.18,25075.97,9268.79,771.77,37007.65,260.3
2025-03-01,P0156,C0205,R03,72599.92,29585.25,5044.24,888.48,37081.96,312.4
2025-04-01,P0156,C0205,R03,64620.63,33694.17,5897.74,526.87,24501.84,355.4
2025-05-01,P0156,C0205,R03,73431.79,45557.15,7718.79,931.76,19224.08,483.9
2025-06-01,P0156,C0205,R03,76818.86,42909.46,5408.12,1386.96,27114.33,456.7
2026-04-01,P0157,C0083,R03,26090.92,12437.22,2289.7,447.39,10916.61,128.1
2026-05-01,P0157,C0083,R03,29803.01,12448.92,3770.74,529.33,13054.02,130.4
2026-06-01,P0157,C0083,R03,31754.82,15512.7,1946.64,362.87,13932.61,161.1
2026-04-01,P0158,C0071,R01,22337.02,9947.96,1252.01,328.7,10808.36,102.4
2026-05-01,P0158,C0071,R01,21421.94,8359.97,676.76,235.02,12150.17,87.6
2026-06-01,P0158,C0071,R01,21139.82,9648.36,335.78,60.11,11095.57,100.2
2023-09-01,P0159,C0295,R03,87886.98,45977.9,4897.39,599.93,36411.76,518.4
2023-10-01,P0159,C0295,R03,77779.38,41647.29,6398.96,1564.82,28168.31,466.4
2023-11-01,P0159,C0295,R03,83214.71,45650.2,9210.51,866.39,27487.62,514.2
2023-12-01,P0159,C0295,R03,72784.51,29856.58,1455.69,497.78,40974.46,337.7
2024-01-01,P0159,C0295,R03,99995.56,38925.48,10847.33,1244.88,48977.87,427.7
2024-02-01,P0159,C0295,R03,108541.27,42518.65,6388.25,1489.56,58144.81,467.9
2024-03-01,P0159,C0295,R03,93178.37,39025.44,10211.33,886.72,43054.89,426.8
2024-04-01,P0159,C0295,R03,105670.07,45033.32,14669.3,325.64,45641.81,494.5
2024-05-01,P0159,C0295,R03,101384.86,50127.9,12630.49,802.1,37824.36,554.8
2024-06-01,P0159,C0295,R03,101533.32,42847.2,9412.83,908.7,48364.6,472.6
2024-07-01,P0159,C0295,R03,108748.34,56855.81,17682.12,628.92,33581.5,631.1
2026-01-01,P0160,C0182,R01,111593.76,45285.77,11959.81,1632.52,52715.67,474.8
2026-02-01,P0160,C0182,R01,105861.47,40132.94,2341.2,468.31,62919.02,418.1
2026-03-01,P0160,C0182,R01,95265.5,42557.41,5620.06,2369.13,44718.9,442.7
2025-01-01,P0161,C0275,R03,15168.11,5125.46,1144.77,115.21,8782.66,53.8
2025-02-01,P0161,C0275,R03,26199.46,8202.64,2157.81,559.64,15279.37,85.2
2025-03-01,P0161,C0275,R03,37230.82,13662.37,3057.68,869.71,19641.05,144.3
