gl_row_id,month_start,account_id,department_id,region_id,customer_id,project_id,business_line,amount_usd,source_system,entry_type
GL0007303,2026-02-01,A4000,D00,R03,C0219,,Subscription,16540.86,Subscription Billing,Revenue Recognition
GL0007304,2026-03-01,A4000,D00,R03,C0219,,Subscription,16540.86,Subscription Billing,Revenue Recognition
GL0007305,2026-04-01,A4000,D00,R03,C0219,,Subscription,16540.86,Subscription Billing,Revenue Recognition
GL0007306,2026-05-01,A4000,D00,R03,C0219,,Subscription,16540.86,Subscription Billing,Revenue Recognition
GL0007307,2026-06-01,A4000,D00,R03,C0219,,Subscription,16540.86,Subscription Billing,Revenue Recognition
GL0007308,2023-01-01,A4000,D00,R01,C0220,,Subscription,12255.69,Subscription Billing,Revenue Recognition
GL0007309,2023-02-01,A4000,D00,R01,C0220,,Subscription,12255.69,Subscription Billing,Revenue Recognition
GL0007310,2023-03-01,A4000,D00,R01,C0220,,Subscription,12255.69,Subscription Billing,Revenue Recognition
GL0007311,2023-04-01,A4000,D00,R01,C0220,,Subscription,12255.69,Subscription Billing,Revenue Recognition
GL0007312,2023-05-01,A4000,D00,R01,C0220,,Subscription,12255.69,Subscription Billing,Revenue Recognition
GL0007313,2023-06-01,A4000,D00,R01,C0220,,Subscription,12255.69,Subscription Billing,Revenue Recognition
GL0007314,2023-07-01,A4000,D00,R01,C0220,,Subscription,12439.53,Subscription Billing,Revenue Recognition
GL0007315,2023-08-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007316,2023-09-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007317,2023-10-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007318,2023-11-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007319,2023-12-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007320,2024-01-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007321,2024-02-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007322,2024-03-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007323,2024-04-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007324,2024-05-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007325,2024-06-01,A4000,D00,R01,C0220,,Subscription,12623.36,Subscription Billing,Revenue Recognition
GL0007326,2024-07-01,A4000,D00,R01,C0220,,Subscription,13052.58,Subscription Billing,Revenue Recognition
GL0007327,2024-08-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007328,2024-09-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007329,2024-10-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007330,2024-11-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007331,2024-12-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007332,2025-01-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007333,2025-02-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007334,2025-03-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007335,2025-04-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007336,2025-05-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007337,2025-06-01,A4000,D00,R01,C0220,,Subscription,13481.8,Subscription Billing,Revenue Recognition
GL0007338,2025-07-01,A4000,D00,R01,C0220,,Subscription,13684.03,Subscription Billing,Revenue Recognition
GL0007339,2025-08-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007340,2025-09-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007341,2025-10-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007342,2025-11-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007343,2025-12-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007344,2026-01-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007345,2026-02-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007346,2026-03-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007347,2026-04-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007348,2026-05-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007349,2026-06-01,A4000,D00,R01,C0220,,Subscription,13886.25,Subscription Billing,Revenue Recognition
GL0007350,2026-02-01,A4000,D00,R01,C0221,,Subscription,52145.83,Subscription Billing,Revenue Recognition
GL0007351,2026-03-01,A4000,D00,R01,C0221,,Subscription,104291.66,Subscription Billing,Revenue Recognition
GL0007352,2026-04-01,A4000,D00,R01,C0221,,Subscription,104291.66,Subscription Billing,Revenue Recognition
GL0007353,2026-05-01,A4000,D00,R01,C0221,,Subscription,104291.66,Subscription Billing,Revenue Recognition
GL0007354,2026-06-01,A4000,D00,R01,C0221,,Subscription,104291.66,Subscription Billing,Revenue Recognition
GL0007355,2023-06-01,A4000,D00,R03,C0222,,Subscription,6650.13,Subscription Billing,Revenue Recognition
GL0007356,2023-07-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007357,2023-08-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007358,2023-09-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007359,2023-10-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007360,2023-11-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007361,2023-12-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007362,2024-01-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007363,2024-02-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007364,2024-03-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007365,2024-04-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007366,2024-05-01,A4000,D00,R03,C0222,,Subscription,13300.26,Subscription Billing,Revenue Recognition
GL0007367,2024-06-01,A4000,D00,R03,C0222,,Subscription,14202.33,Subscription Billing,Revenue Recognition
GL0007368,2024-07-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007369,2024-08-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007370,2024-09-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007371,2024-10-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007372,2024-11-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007373,2024-12-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007374,2025-01-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007375,2025-02-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007376,2025-03-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007377,2025-04-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007378,2025-05-01,A4000,D00,R03,C0222,,Subscription,15104.4,Subscription Billing,Revenue Recognition
GL0007379,2025-06-01,A4000,D00,R03,C0222,,Subscription,15657.23,Subscription Billing,Revenue Recognition
GL0007380,2025-07-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007381,2025-08-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007382,2025-09-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007383,2025-10-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007384,2025-11-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007385,2025-12-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007386,2026-01-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007387,2026-02-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007388,2026-03-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007389,2026-04-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007390,2026-05-01,A4000,D00,R03,C0222,,Subscription,16210.06,Subscription Billing,Revenue Recognition
GL0007391,2026-06-01,A4000,D00,R03,C0222,,Subscription,17009.36,Subscription Billing,Revenue Recognition
GL0007392,2023-01-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007393,2023-02-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007394,2023-03-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007395,2023-04-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007396,2023-05-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007397,2023-06-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007398,2023-07-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007399,2023-08-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007400,2023-09-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007401,2023-10-01,A4000,D00,R04,C0223,,Subscription,43471.64,Subscription Billing,Revenue Recognition
GL0007402,2023-11-01,A4000,D00,R04,C0223,,Subscription,44123.72,Subscription Billing,Revenue Recognition
GL0007403,2023-12-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007404,2024-01-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007405,2024-02-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007406,2024-03-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007407,2024-04-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007408,2024-05-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007409,2024-06-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007410,2024-07-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007411,2024-08-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007412,2024-09-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007413,2024-10-01,A4000,D00,R04,C0223,,Subscription,44775.79,Subscription Billing,Revenue Recognition
GL0007414,2024-11-01,A4000,D00,R04,C0223,,Subscription,46856.6,Subscription Billing,Revenue Recognition
GL0007415,2024-12-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007416,2025-01-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007417,2025-02-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007418,2025-03-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007419,2025-04-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007420,2025-05-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007421,2025-06-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007422,2025-07-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007423,2025-08-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007424,2025-09-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007425,2025-10-01,A4000,D00,R04,C0223,,Subscription,48937.4,Subscription Billing,Revenue Recognition
GL0007426,2025-11-01,A4000,D00,R04,C0223,,Subscription,51389.26,Subscription Billing,Revenue Recognition
GL0007427,2025-12-01,A4000,D00,R04,C0223,,Subscription,53841.12,Subscription Billing,Revenue Recognition
GL0007428,2026-01-01,A4000,D00,R04,C0223,,Subscription,53841.12,Subscription Billing,Revenue Recognition
GL0007429,2026-02-01,A4000,D00,R04,C0223,,Subscription,53841.12,Subscription Billing,Revenue Recognition
GL0007430,2026-03-01,A4000,D00,R04,C0223,,Subscription,53841.12,Subscription Billing,Revenue Recognition
GL0007431,2026-04-01,A4000,D00,R04,C0223,,Subscription,53841.12,Subscription Billing,Revenue Recognition
GL0007432,2026-05-01,A4000,D00,R04,C0223,,Subscription,53841.12,Subscription Billing,Revenue Recognition
GL0007433,2026-06-01,A4000,D00,R04,C0223,,Subscription,53841.12,Subscription Billing,Revenue Recognition
GL0007434,2024-01-01,A4000,D00,R01,C0224,,Subscription,1406.41,Subscription Billing,Revenue Recognition
GL0007435,2024-02-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007436,2024-03-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007437,2024-04-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007438,2024-05-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007439,2024-06-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007440,2024-07-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007441,2024-08-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007442,2024-09-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007443,2024-10-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007444,2024-11-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007445,2024-12-01,A4000,D00,R01,C0224,,Subscription,2812.82,Subscription Billing,Revenue Recognition
GL0007446,2025-01-01,A4000,D00,R01,C0224,,Subscription,2855.02,Subscription Billing,Revenue Recognition
GL0007447,2025-02-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007448,2025-03-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007449,2025-04-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007450,2025-05-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007451,2025-06-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007452,2025-07-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007453,2025-08-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007454,2025-09-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007455,2025-10-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007456,2025-11-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007457,2025-12-01,A4000,D00,R01,C0224,,Subscription,2897.21,Subscription Billing,Revenue Recognition
GL0007458,2026-01-01,A4000,D00,R01,C0224,,Subscription,2923.28,Subscription Billing,Revenue Recognition
GL0007459,2026-02-01,A4000,D00,R01,C0224,,Subscription,2949.35,Subscription Billing,Revenue Recognition
GL0007460,2026-03-01,A4000,D00,R01,C0224,,Subscription,2949.35,Subscription Billing,Revenue Recognition
GL0007461,2026-04-01,A4000,D00,R01,C0224,,Subscription,2949.35,Subscription Billing,Revenue Recognition
GL0007462,2026-05-01,A4000,D00,R01,C0224,,Subscription,2949.35,Subscription Billing,Revenue Recognition
GL0007463,2026-06-01,A4000,D00,R01,C0224,,Subscription,2949.35,Subscription Billing,Revenue Recognition
GL0007464,2023-01-01,A4000,D00,R02,C0225,,Subscription,164807.89,Subscription Billing,Revenue Recognition
GL0007465,2023-02-01,A4000,D00,R02,C0225,,Subscription,167280.01,Subscription Billing,Revenue Recognition
GL0007466,2023-03-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007467,2023-04-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007468,2023-05-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007469,2023-06-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007470,2023-07-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007471,2023-08-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007472,2023-09-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007473,2023-10-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007474,2023-11-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007475,2023-12-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007476,2024-01-01,A4000,D00,R02,C0225,,Subscription,169752.13,Subscription Billing,Revenue Recognition
GL0007477,2024-02-01,A4000,D00,R02,C0225,,Subscription,182148.38,Subscription Billing,Revenue Recognition
GL0007478,2024-03-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007479,2024-04-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007480,2024-05-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007481,2024-06-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007482,2024-07-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007483,2024-08-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007484,2024-09-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007485,2024-10-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007486,2024-11-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007487,2024-12-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007488,2025-01-01,A4000,D00,R02,C0225,,Subscription,194544.62,Subscription Billing,Revenue Recognition
GL0007489,2025-02-01,A4000,D00,R02,C0225,,Subscription,197462.79,Subscription Billing,Revenue Recognition
GL0007490,2025-03-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007491,2025-04-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007492,2025-05-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007493,2025-06-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007494,2025-07-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007495,2025-08-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007496,2025-09-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007497,2025-10-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007498,2025-11-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007499,2025-12-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007500,2026-01-01,A4000,D00,R02,C0225,,Subscription,200380.96,Subscription Billing,Revenue Recognition
GL0007501,2026-02-01,A4000,D00,R02,C0225,,Subscription,213251.27,Subscription Billing,Revenue Recognition
GL0007502,2026-03-01,A4000,D00,R02,C0225,,Subscription,226121.59,Subscription Billing,Revenue Recognition
GL0007503,2026-04-01,A4000,D00,R02,C0225,,Subscription,113060.79,Subscription Billing,Revenue Recognition
GL0007504,2023-01-01,A4000,D00,R01,C0226,,Subscription,2722.07,Subscription Billing,Revenue Recognition
GL0007505,2023-02-01,A4000,D00,R01,C0226,,Subscription,2722.07,Subscription Billing,Revenue Recognition
GL0007506,2023-03-01,A4000,D00,R01,C0226,,Subscription,2722.07,Subscription Billing,Revenue Recognition
GL0007507,2023-04-01,A4000,D00,R01,C0226,,Subscription,2722.07,Subscription Billing,Revenue Recognition
GL0007508,2023-05-01,A4000,D00,R01,C0226,,Subscription,2722.07,Subscription Billing,Revenue Recognition
GL0007509,2023-06-01,A4000,D00,R01,C0226,,Subscription,2722.07,Subscription Billing,Revenue Recognition
GL0007510,2023-07-01,A4000,D00,R01,C0226,,Subscription,2722.07,Subscription Billing,Revenue Recognition
GL0007511,2023-08-01,A4000,D00,R01,C0226,,Subscription,2722.07,Subscription Billing,Revenue Recognition
GL0007512,2023-09-01,A4000,D00,R01,C0226,,Subscription,2762.9,Subscription Billing,Revenue Recognition
GL0007513,2023-10-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007514,2023-11-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007515,2023-12-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007516,2024-01-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007517,2024-02-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007518,2024-03-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007519,2024-04-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007520,2024-05-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007521,2024-06-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007522,2024-07-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007523,2024-08-01,A4000,D00,R01,C0226,,Subscription,2803.74,Subscription Billing,Revenue Recognition
GL0007524,2024-09-01,A4000,D00,R01,C0226,,Subscription,2888.34,Subscription Billing,Revenue Recognition
GL0007525,2024-10-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007526,2024-11-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007527,2024-12-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007528,2025-01-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007529,2025-02-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007530,2025-03-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007531,2025-04-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007532,2025-05-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007533,2025-06-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007534,2025-07-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007535,2025-08-01,A4000,D00,R01,C0226,,Subscription,2972.95,Subscription Billing,Revenue Recognition
GL0007536,2025-09-01,A4000,D00,R01,C0226,,Subscription,3017.54,Subscription Billing,Revenue Recognition
GL0007537,2025-10-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007538,2025-11-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007539,2025-12-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007540,2026-01-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007541,2026-02-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007542,2026-03-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007543,2026-04-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007544,2026-05-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007545,2026-06-01,A4000,D00,R01,C0226,,Subscription,3062.14,Subscription Billing,Revenue Recognition
GL0007546,2023-01-01,A4000,D00,R03,C0227,,Subscription,13247.26,Subscription Billing,Revenue Recognition
GL0007547,2023-02-01,A4000,D00,R03,C0227,,Subscription,13247.26,Subscription Billing,Revenue Recognition
GL0007548,2023-03-01,A4000,D00,R03,C0227,,Subscription,13445.97,Subscription Billing,Revenue Recognition
GL0007549,2023-04-01,A4000,D00,R03,C0227,,Subscription,13644.68,Subscription Billing,Revenue Recognition
GL0007550,2023-05-01,A4000,D00,R03,C0227,,Subscription,13644.68,Subscription Billing,Revenue Recognition
GL0007551,2023-06-01,A4000,D00,R03,C0227,,Subscription,13644.68,Subscription Billing,Revenue Recognition
GL0007552,2023-07-01,A4000,D00,R03,C0227,,Subscription,13644.68,Subscription Billing,Revenue Recognition
GL0007553,2023-08-01,A4000,D00,R03,C0227,,Subscription,13644.68,Subscription Billing,Revenue Recognition
GL0007554,2023-09-01,A4000,D00,R03,C0227,,Subscription,13644.68,Subscription Billing,Revenue Recognition
GL0007555,2023-10-01,A4000,D00,R03,C0227,,Subscription,13644.68,Subscription Billing,Revenue Recognition
