month_start,department_name,function_group,region_name,fte,personnel_cost_usd,services_utilization_pct
2025-10-01,"Customer Support","Cost of Revenue","US Central",14.0,134562.23,
2025-10-01,"Professional Services","Cost of Revenue","US Central",28.0,381922.96,0.7715
2025-10-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-10-01,Marketing,"Sales & Marketing","US Central",8.0,92520.53,
2025-10-01,"Product & Engineering","Research & Development","US Central",34.2,571231.76,
2025-10-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-10-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-10-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-10-01,"Information Technology","General & Administrative","US Central",5.0,59324.68,
2025-10-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-11-01,"Cloud Operations","Cost of Revenue","US Central",11.0,213567.23,
2025-11-01,"Customer Support","Cost of Revenue","US Central",14.0,134562.23,
2025-11-01,"Professional Services","Cost of Revenue","US Central",26.0,353484.34,0.7655
2025-11-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-11-01,Marketing,"Sales & Marketing","US Central",9.0,100235.33,
2025-11-01,"Product & Engineering","Research & Development","US Central",34.2,572433.1,
2025-11-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-11-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-11-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-11-01,"Information Technology","General & Administrative","US Central",4.0,44856.67,
2025-11-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2025-12-01,"Cloud Operations","Cost of Revenue","US Central",11.0,213567.23,
2025-12-01,"Customer Support","Cost of Revenue","US Central",14.0,134562.23,
2025-12-01,"Professional Services","Cost of Revenue","US Central",26.0,353484.34,0.6852
2025-12-01,Sales,"Sales & Marketing","US Central",18.0,266171.24,
2025-12-01,Marketing,"Sales & Marketing","US Central",9.0,100235.33,
2025-12-01,"Product & Engineering","Research & Development","US Central",33.2,560972.31,
2025-12-01,Finance,"General & Administrative","US Central",7.0,85510.16,
2025-12-01,People,"General & Administrative","US Central",7.0,77177.49,
2025-12-01,"Legal & Compliance","General & Administrative","US Central",4.0,69982.95,
2025-12-01,"Information Technology","General & Administrative","US Central",4.0,44856.67,
2025-12-01,Executive,"General & Administrative","US Central",2.0,54892.21,
2026-01-01,"Cloud Operations","Cost of Revenue","US Central",11.0,221042.11,
2026-01-01,"Customer Support","Cost of Revenue","US Central",14.0,139271.91,
2026-01-01,"Professional Services","Cost of Revenue","US Central",26.0,365856.29,0.6775
2026-01-01,Sales,"Sales & Marketing","US Central",18.0,275487.22,
2026-01-01,Marketing,"Sales & Marketing","US Central",10.0,114558.55,
2026-01-01,"Product & Engineering","Research & Development","US Central",33.2,580606.36,
2026-01-01,Finance,"General & Administrative","US Central",7.0,88503.01,
2026-01-01,People,"General & Administrative","US Central",7.0,79878.72,
2026-01-01,"Legal & Compliance","General & Administrative","US Central",4.0,72432.35,
2026-01-01,"Information Technology","General & Administrative","US Central",4.0,46426.66,
2026-01-01,Executive,"General & Administrative","US Central",2.0,56813.45,
2026-02-01,"Cloud Operations","Cost of Revenue","US Central",11.0,221042.11,
2026-02-01,"Customer Support","Cost of Revenue","US Central",14.0,139271.91,
2026-02-01,"Professional Services","Cost of Revenue","US Central",26.0,365856.29,0.6703
2026-02-01,Sales,"Sales & Marketing","US Central",18.0,275487.22,
2026-02-01,Marketing,"Sales & Marketing","US Central",9.0,104155.24,
2026-02-01,"Product & Engineering","Research & Development","US Central",33.2,580606.36,
2026-02-01,Finance,"General & Administrative","US Central",6.0,79584.82,
2026-02-01,People,"General & Administrative","US Central",7.0,79878.72,
2026-02-01,"Legal & Compliance","General & Administrative","US Central",4.0,72432.35,
2026-02-01,"Information Technology","General & Administrative","US Central",4.0,46426.66,
2026-02-01,Executive,"General & Administrative","US Central",2.0,56813.45,
2026-03-01,"Cloud Operations","Cost of Revenue","US Central",11.0,221042.11,
2026-03-01,"Customer Support","Cost of Revenue","US Central",14.0,139271.91,
2026-03-01,"Professional Services","Cost of Revenue","US Central",25.0,352980.35,0.7311
2026-03-01,Sales,"Sales & Marketing","US Central",18.0,275487.22,
2026-03-01,Marketing,"Sales & Marketing","US Central",9.0,104155.24,
2026-03-01,"Product & Engineering","Research & Development","US Central",33.2,580606.36,
2026-03-01,Finance,"General & Administrative","US Central",6.0,79584.82,
2026-03-01,People,"General & Administrative","US Central",6.0,68134.12,
2026-03-01,"Legal & Compliance","General & Administrative","US Central",4.0,72432.35,
2026-03-01,"Information Technology","General & Administrative","US Central",4.0,46426.66,
2026-03-01,Executive,"General & Administrative","US Central",2.0,56813.45,
2026-04-01,"Cloud Operations","Cost of Revenue","US Central",11.0,221042.11,
2026-04-01,"Customer Support","Cost of Revenue","US Central",14.0,139271.91,
2026-04-01,"Professional Services","Cost of Revenue","US Central",25.0,352980.35,0.7465
2026-04-01,Sales,"Sales & Marketing","US Central",18.0,277812.26,
2026-04-01,Marketing,"Sales & Marketing","US Central",9.0,104155.24,
2026-04-01,"Product & Engineering","Research & Development","US Central",33.2,580606.36,
2026-04-01,Finance,"General & Administrative","US Central",6.0,79584.82,
2026-04-01,People,"General & Administrative","US Central",6.0,68134.12,
2026-04-01,"Legal & Compliance","General & Administrative","US Central",4.0,72432.35,
2026-04-01,"Information Technology","General & Administrative","US Central",4.0,46426.66,
2026-04-01,Executive,"General & Administrative","US Central",2.0,56813.45,
2026-05-01,"Cloud Operations","Cost of Revenue","US Central",11.0,221042.11,
2026-05-01,"Customer Support","Cost of Revenue","US Central",14.0,139271.91,
2026-05-01,"Professional Services","Cost of Revenue","US Central",25.0,352980.35,0.7855
2026-05-01,Sales,"Sales & Marketing","US Central",18.0,277812.26,
2026-05-01,Marketing,"Sales & Marketing","US Central",9.0,104155.24,
2026-05-01,"Product & Engineering","Research & Development","US Central",33.2,580606.36,
2026-05-01,Finance,"General & Administrative","US Central",6.0,79584.82,
2026-05-01,People,"General & Administrative","US Central",6.0,68134.12,
2026-05-01,"Legal & Compliance","General & Administrative","US Central",4.0,72432.35,
2026-05-01,"Information Technology","General & Administrative","US Central",4.0,46426.66,
2026-05-01,Executive,"General & Administrative","US Central",2.0,56813.45,
2026-06-01,"Cloud Operations","Cost of Revenue","US Central",11.0,221042.11,
2026-06-01,"Customer Support","Cost of Revenue","US Central",13.0,126668.66,
2026-06-01,"Professional Services","Cost of Revenue","US Central",25.0,352980.35,0.7701
2026-06-01,Sales,"Sales & Marketing","US Central",19.0,286384.87,
2026-06-01,Marketing,"Sales & Marketing","US Central",9.0,104155.24,
2026-06-01,"Product & Engineering","Research & Development","US Central",33.2,580606.36,
2026-06-01,Finance,"General & Administrative","US Central",6.0,79584.82,
2026-06-01,People,"General & Administrative","US Central",6.0,68134.12,
2026-06-01,"Legal & Compliance","General & Administrative","US Central",4.0,72432.35,
2026-06-01,"Information Technology","General & Administrative","US Central",4.0,46426.66,
2026-06-01,Executive,"General & Administrative","US Central",2.0,56813.45,
2023-01-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-01-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-01-01,"Professional Services","Cost of Revenue","US East",21.0,304415.78,0.7225
2023-01-01,Sales,"Sales & Marketing","US East",23.6,457804.58,
2023-01-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-01-01,"Product & Engineering","Research & Development","US East",13.6,265279.29,
2023-01-01,Finance,"General & Administrative","US East",2.0,45928.92,
2023-01-01,People,"General & Administrative","US East",2.0,30746.44,
2023-01-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-01-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-02-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-02-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-02-01,"Professional Services","Cost of Revenue","US East",21.0,304415.78,0.7281
2023-02-01,Sales,"Sales & Marketing","US East",24.6,467725.74,
2023-02-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-02-01,"Product & Engineering","Research & Development","US East",13.6,265279.29,
2023-02-01,Finance,"General & Administrative","US East",2.0,45928.92,
2023-02-01,People,"General & Administrative","US East",3.0,40571.98,
2023-02-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-02-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-03-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-03-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-03-01,"Professional Services","Cost of Revenue","US East",21.0,304415.78,0.7494
2023-03-01,Sales,"Sales & Marketing","US East",24.6,467725.74,
2023-03-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-03-01,"Product & Engineering","Research & Development","US East",13.6,265279.29,
2023-03-01,Finance,"General & Administrative","US East",2.0,45928.92,
2023-03-01,People,"General & Administrative","US East",3.0,40571.98,
2023-03-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-03-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-04-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-04-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-04-01,"Professional Services","Cost of Revenue","US East",22.0,315084.21,0.7443
2023-04-01,Sales,"Sales & Marketing","US East",24.6,467725.74,
2023-04-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-04-01,"Product & Engineering","Research & Development","US East",13.6,265279.29,
2023-04-01,Finance,"General & Administrative","US East",2.0,45928.92,
2023-04-01,People,"General & Administrative","US East",4.0,51255.15,
2023-04-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-04-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-05-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-05-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-05-01,"Professional Services","Cost of Revenue","US East",22.0,315084.21,0.7538
2023-05-01,Sales,"Sales & Marketing","US East",24.6,467725.74,
2023-05-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-05-01,"Product & Engineering","Research & Development","US East",13.6,265279.29,
2023-05-01,Finance,"General & Administrative","US East",3.0,59253.06,
2023-05-01,People,"General & Administrative","US East",4.0,51255.15,
2023-05-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-05-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-06-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-06-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-06-01,"Professional Services","Cost of Revenue","US East",22.0,315084.21,0.7576
2023-06-01,Sales,"Sales & Marketing","US East",24.6,467725.74,
2023-06-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-06-01,"Product & Engineering","Research & Development","US East",13.6,265279.29,
2023-06-01,Finance,"General & Administrative","US East",3.0,59253.06,
2023-06-01,People,"General & Administrative","US East",4.0,51255.15,
2023-06-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-06-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-07-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-07-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-07-01,"Professional Services","Cost of Revenue","US East",22.0,315084.21,0.7726
2023-07-01,Sales,"Sales & Marketing","US East",24.6,467725.74,
2023-07-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-07-01,"Product & Engineering","Research & Development","US East",14.6,279763.28,
2023-07-01,Finance,"General & Administrative","US East",3.0,59253.06,
2023-07-01,People,"General & Administrative","US East",4.0,51255.15,
2023-07-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-07-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-08-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-08-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-08-01,"Professional Services","Cost of Revenue","US East",21.0,300622.0,0.762
2023-08-01,Sales,"Sales & Marketing","US East",24.6,468668.23,
2023-08-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-08-01,"Product & Engineering","Research & Development","US East",14.6,279763.28,
2023-08-01,Finance,"General & Administrative","US East",3.0,59253.06,
2023-08-01,People,"General & Administrative","US East",4.0,51255.15,
2023-08-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-08-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-09-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-09-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-09-01,"Professional Services","Cost of Revenue","US East",21.0,300622.0,0.7469
2023-09-01,Sales,"Sales & Marketing","US East",24.6,468668.23,
2023-09-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-09-01,"Product & Engineering","Research & Development","US East",14.6,279763.28,
2023-09-01,Finance,"General & Administrative","US East",3.0,59253.06,
2023-09-01,People,"General & Administrative","US East",4.0,51255.15,
2023-09-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-09-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-10-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-10-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-10-01,"Professional Services","Cost of Revenue","US East",21.0,300622.0,0.7714
2023-10-01,Sales,"Sales & Marketing","US East",24.6,468668.23,
2023-10-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-10-01,"Product & Engineering","Research & Development","US East",13.6,261756.22,
2023-10-01,Finance,"General & Administrative","US East",3.0,59253.06,
2023-10-01,People,"General & Administrative","US East",4.0,51255.15,
2023-10-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-10-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-11-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-11-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-11-01,"Professional Services","Cost of Revenue","US East",21.0,300622.0,0.7603
2023-11-01,Sales,"Sales & Marketing","US East",24.6,468668.23,
2023-11-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-11-01,"Product & Engineering","Research & Development","US East",13.6,261756.22,
2023-11-01,Finance,"General & Administrative","US East",3.0,59253.06,
2023-11-01,People,"General & Administrative","US East",4.0,51255.15,
2023-11-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-11-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2023-12-01,"Cloud Operations","Cost of Revenue","US East",1.0,13683.39,
2023-12-01,"Customer Support","Cost of Revenue","US East",6.0,72945.76,
2023-12-01,"Professional Services","Cost of Revenue","US East",20.0,286248.36,0.7158
2023-12-01,Sales,"Sales & Marketing","US East",25.6,485139.34,
2023-12-01,Marketing,"Sales & Marketing","US East",3.0,42907.56,
2023-12-01,"Product & Engineering","Research & Development","US East",13.6,261756.22,
2023-12-01,Finance,"General & Administrative","US East",3.0,59253.06,
2023-12-01,People,"General & Administrative","US East",4.0,51255.15,
2023-12-01,"Legal & Compliance","General & Administrative","US East",2.0,83108.75,
2023-12-01,"Information Technology","General & Administrative","US East",3.0,44340.94,
2024-01-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-01-01,"Customer Support","Cost of Revenue","US East",6.0,75498.85,
2024-01-01,"Professional Services","Cost of Revenue","US East",20.0,296267.07,0.7416
2024-01-01,Sales,"Sales & Marketing","US East",26.6,516692.65,
2024-01-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-01-01,"Product & Engineering","Research & Development","US East",13.6,270917.7,
2024-01-01,Finance,"General & Administrative","US East",3.0,61326.92,
2024-01-01,People,"General & Administrative","US East",4.0,53049.09,
2024-01-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-01-01,"Information Technology","General & Administrative","US East",3.0,45892.87,
2024-02-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-02-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-02-01,"Professional Services","Cost of Revenue","US East",20.0,296267.07,0.7432
2024-02-01,Sales,"Sales & Marketing","US East",26.6,516692.65,
2024-02-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-02-01,"Product & Engineering","Research & Development","US East",13.6,270917.7,
2024-02-01,Finance,"General & Administrative","US East",3.0,61326.92,
2024-02-01,People,"General & Administrative","US East",4.0,53049.09,
2024-02-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-02-01,"Information Technology","General & Administrative","US East",3.0,45892.87,
2024-03-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-03-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-03-01,"Professional Services","Cost of Revenue","US East",20.0,296267.07,0.7702
2024-03-01,Sales,"Sales & Marketing","US East",27.6,534402.25,
2024-03-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-03-01,"Product & Engineering","Research & Development","US East",14.6,288812.08,
2024-03-01,Finance,"General & Administrative","US East",3.0,61326.92,
2024-03-01,People,"General & Administrative","US East",4.0,53049.09,
2024-03-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-03-01,"Information Technology","General & Administrative","US East",3.0,45892.87,
2024-04-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-04-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-04-01,"Professional Services","Cost of Revenue","US East",20.0,296267.07,0.7525
2024-04-01,Sales,"Sales & Marketing","US East",26.6,506487.69,
2024-04-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-04-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-04-01,Finance,"General & Administrative","US East",3.0,61326.92,
2024-04-01,People,"General & Administrative","US East",4.0,53049.09,
2024-04-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-04-01,"Information Technology","General & Administrative","US East",3.0,45892.87,
2024-05-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-05-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-05-01,"Professional Services","Cost of Revenue","US East",20.0,296267.07,0.7463
2024-05-01,Sales,"Sales & Marketing","US East",26.6,506487.69,
2024-05-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-05-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-05-01,Finance,"General & Administrative","US East",3.0,61326.92,
2024-05-01,People,"General & Administrative","US East",4.0,53049.09,
2024-05-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-05-01,"Information Technology","General & Administrative","US East",3.0,45892.87,
2024-06-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-06-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-06-01,"Professional Services","Cost of Revenue","US East",21.0,310571.0,0.7551
2024-06-01,Sales,"Sales & Marketing","US East",27.6,520116.73,
2024-06-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-06-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-06-01,Finance,"General & Administrative","US East",3.0,61326.92,
2024-06-01,People,"General & Administrative","US East",4.0,53049.09,
2024-06-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-06-01,"Information Technology","General & Administrative","US East",3.0,45892.87,
2024-07-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-07-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-07-01,"Professional Services","Cost of Revenue","US East",22.0,321616.53,0.7514
2024-07-01,Sales,"Sales & Marketing","US East",27.6,520116.73,
2024-07-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-07-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-07-01,Finance,"General & Administrative","US East",3.0,61326.92,
2024-07-01,People,"General & Administrative","US East",5.0,68006.05,
2024-07-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-07-01,"Information Technology","General & Administrative","US East",4.0,56322.27,
2024-08-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-08-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-08-01,"Professional Services","Cost of Revenue","US East",22.0,321616.53,0.748
2024-08-01,Sales,"Sales & Marketing","US East",27.6,520116.73,
2024-08-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-08-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-08-01,Finance,"General & Administrative","US East",3.0,61326.92,
2024-08-01,People,"General & Administrative","US East",5.0,68006.05,
2024-08-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-08-01,"Information Technology","General & Administrative","US East",4.0,56322.27,
2024-09-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-09-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-09-01,"Professional Services","Cost of Revenue","US East",22.0,321616.53,0.7452
2024-09-01,Sales,"Sales & Marketing","US East",27.6,520116.73,
2024-09-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-09-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-09-01,Finance,"General & Administrative","US East",4.0,84878.71,
2024-09-01,People,"General & Administrative","US East",5.0,68006.05,
2024-09-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-09-01,"Information Technology","General & Administrative","US East",4.0,56322.27,
2024-10-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-10-01,"Customer Support","Cost of Revenue","US East",7.0,82294.96,
2024-10-01,"Professional Services","Cost of Revenue","US East",22.0,321616.53,0.7308
2024-10-01,Sales,"Sales & Marketing","US East",28.6,534393.86,
2024-10-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-10-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-10-01,Finance,"General & Administrative","US East",4.0,84878.71,
2024-10-01,People,"General & Administrative","US East",5.0,68006.05,
2024-10-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-10-01,"Information Technology","General & Administrative","US East",4.0,56322.27,
2024-11-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-11-01,"Customer Support","Cost of Revenue","US East",8.0,92949.88,
2024-11-01,"Professional Services","Cost of Revenue","US East",22.0,321616.53,0.7621
2024-11-01,Sales,"Sales & Marketing","US East",28.6,534393.86,
2024-11-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-11-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-11-01,Finance,"General & Administrative","US East",5.0,96335.11,
2024-11-01,People,"General & Administrative","US East",5.0,68006.05,
2024-11-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-11-01,"Information Technology","General & Administrative","US East",4.0,56322.27,
2024-12-01,"Cloud Operations","Cost of Revenue","US East",1.0,14162.31,
2024-12-01,"Customer Support","Cost of Revenue","US East",8.0,92949.88,
2024-12-01,"Professional Services","Cost of Revenue","US East",21.0,312130.95,0.7039
2024-12-01,Sales,"Sales & Marketing","US East",28.6,534393.86,
2024-12-01,Marketing,"Sales & Marketing","US East",2.0,27604.81,
2024-12-01,"Product & Engineering","Research & Development","US East",15.6,305866.66,
2024-12-01,Finance,"General & Administrative","US East",5.0,96335.11,
2024-12-01,People,"General & Administrative","US East",5.0,68006.05,
2024-12-01,"Legal & Compliance","General & Administrative","US East",2.0,86017.54,
2024-12-01,"Information Technology","General & Administrative","US East",4.0,56322.27,
2025-01-01,"Cloud Operations","Cost of Revenue","US East",1.0,14657.99,
2025-01-01,"Customer Support","Cost of Revenue","US East",8.0,96203.14,
2025-01-01,"Professional Services","Cost of Revenue","US East",21.0,323055.52,0.7074
2025-01-01,Sales,"Sales & Marketing","US East",28.6,553097.63,
2025-01-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-01-01,"Product & Engineering","Research & Development","US East",15.6,316572.02,
2025-01-01,Finance,"General & Administrative","US East",5.0,99706.84,
2025-01-01,People,"General & Administrative","US East",5.0,70386.26,
2025-01-01,"Legal & Compliance","General & Administrative","US East",2.0,89028.16,
2025-01-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-02-01,"Cloud Operations","Cost of Revenue","US East",1.0,14657.99,
2025-02-01,"Customer Support","Cost of Revenue","US East",9.0,104851.24,
2025-02-01,"Professional Services","Cost of Revenue","US East",21.0,323055.52,0.7222
2025-02-01,Sales,"Sales & Marketing","US East",28.6,553097.63,
2025-02-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-02-01,"Product & Engineering","Research & Development","US East",15.6,316572.02,
2025-02-01,Finance,"General & Administrative","US East",5.0,99706.84,
2025-02-01,People,"General & Administrative","US East",5.0,70386.26,
2025-02-01,"Legal & Compliance","General & Administrative","US East",2.0,89028.16,
2025-02-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-03-01,"Customer Support","Cost of Revenue","US East",10.0,114154.62,
2025-03-01,"Professional Services","Cost of Revenue","US East",21.0,323055.52,0.7541
2025-03-01,Sales,"Sales & Marketing","US East",28.6,553097.63,
2025-03-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-03-01,"Product & Engineering","Research & Development","US East",15.6,316572.02,
2025-03-01,Finance,"General & Administrative","US East",5.0,99706.84,
2025-03-01,People,"General & Administrative","US East",5.0,70386.26,
2025-03-01,"Legal & Compliance","General & Administrative","US East",2.0,89028.16,
2025-03-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-04-01,"Customer Support","Cost of Revenue","US East",10.0,114154.62,
2025-04-01,"Professional Services","Cost of Revenue","US East",20.0,308003.68,0.7569
2025-04-01,Sales,"Sales & Marketing","US East",28.6,553097.63,
2025-04-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-04-01,"Product & Engineering","Research & Development","US East",15.6,316572.02,
2025-04-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-04-01,People,"General & Administrative","US East",5.0,70386.26,
2025-04-01,"Legal & Compliance","General & Administrative","US East",2.0,89028.16,
2025-04-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-05-01,"Customer Support","Cost of Revenue","US East",10.0,114154.62,
2025-05-01,"Professional Services","Cost of Revenue","US East",20.0,308003.68,0.7641
2025-05-01,Sales,"Sales & Marketing","US East",29.6,566989.28,
2025-05-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-05-01,"Product & Engineering","Research & Development","US East",15.6,316572.02,
2025-05-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-05-01,People,"General & Administrative","US East",5.0,70386.26,
2025-05-01,"Legal & Compliance","General & Administrative","US East",2.0,89028.16,
2025-05-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-06-01,"Cloud Operations","Cost of Revenue","US East",1.0,17960.77,
2025-06-01,"Customer Support","Cost of Revenue","US East",11.0,126291.99,
2025-06-01,"Professional Services","Cost of Revenue","US East",21.0,317262.73,0.7442
2025-06-01,Sales,"Sales & Marketing","US East",29.6,566989.28,
2025-06-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-06-01,"Product & Engineering","Research & Development","US East",15.6,316572.02,
2025-06-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-06-01,People,"General & Administrative","US East",5.0,70386.26,
2025-06-01,"Legal & Compliance","General & Administrative","US East",2.0,89028.16,
2025-06-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-06-01,Executive,"General & Administrative","US East",1.0,25433.45,
