month_start,customer_id,customer_name,segment,industry,region_name,subscription_revenue_usd,services_revenue_usd,total_revenue_usd,ending_arr_usd
2023-01-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",14879.07,0.0,14879.07,181187.52
2023-01-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",16552.92,32447.95,49000.87,198635.04
2023-01-01,C0104,"Crescent Insurance 104",SMB,Logistics,"US East",3675.0,8343.04,12018.04,44100.0
2023-01-01,C0106,"Highland Manufacturing 106",Enterprise,"Retail and E-commerce","US East",81843.66,0.0,81843.66,982123.92
2023-01-01,C0111,"Beacon Manufacturing 111",SMB,"Retail and E-commerce","US East",1506.09,0.0,1506.09,18073.08
2023-01-01,C0112,"Highland Health 112",Mid-Market,Technology,"US East",38567.49,0.0,38567.49,462809.88
2023-01-01,C0113,"Clearwater Insurance 113",SMB,"Business Services","US East",1569.67,0.0,1569.67,18836.04
2023-01-01,C0127,"BluePeak Education 127",Mid-Market,Energy,"US East",16142.99,0.0,16142.99,193715.88
2023-01-01,C0130,"Frontier Health 130",Enterprise,Technology,"US East",47082.48,0.0,47082.48,564989.76
2023-01-01,C0143,"BrightPath Mobility 143",SMB,Logistics,"US East",4589.73,0.0,4589.73,55076.76
2023-01-01,C0153,"Meridian Logistics 153",SMB,"Business Services","US East",5894.0,21736.85,27630.85,70728.0
2023-01-01,C0156,"Evergreen Energy 156",Mid-Market,Logistics,"US East",38567.49,0.0,38567.49,462809.88
2023-01-01,C0164,"Meridian Foods 164",Mid-Market,Manufacturing,"US East",16480.64,0.0,16480.64,197767.68
2023-01-01,C0169,"Silverline Education 169",Enterprise,Manufacturing,"US East",77694.11,0.0,77694.11,932329.32
2023-01-01,C0170,"Ironwood Foods 170",Enterprise,Logistics,"US East",36825.84,0.0,36825.84,441910.08
2023-01-01,C0171,"Stonegate Health 171",Mid-Market,"Financial Services","US East",7733.06,0.0,7733.06,185593.56
2023-01-01,C0183,"Clearwater Education 183",SMB,Manufacturing,"US East",2219.94,0.0,2219.94,26639.28
2023-01-01,C0186,"Atlas Technology 186",Enterprise,"Business Services","US East",55270.28,0.0,55270.28,663243.36
2023-01-01,C0193,"Atlas Media 193",Mid-Market,Manufacturing,"US East",8861.33,0.0,8861.33,106335.96
2023-01-01,C0205,"Meridian Retail 205",Mid-Market,Manufacturing,"US East",9824.33,0.0,9824.33,117891.96
2023-01-01,C0227,"Crescent Media 227",Mid-Market,Energy,"US East",13247.26,0.0,13247.26,158967.12
2023-01-01,C0229,"Meridian Retail 229",Enterprise,Logistics,"US East",93466.17,0.0,93466.17,1121594.04
2023-01-01,C0230,"Summit Retail 230",Mid-Market,Energy,"US East",11795.23,0.0,11795.23,141542.76
2023-01-01,C0244,"Ironwood Mobility 244",SMB,Energy,"US East",3291.48,0.0,3291.48,39497.76
2023-01-01,C0259,"Clearwater Retail 259",Mid-Market,"Financial Services","US East",15679.08,0.0,15679.08,188148.96
2023-01-01,C0260,"Keystone Mobility 260",Mid-Market,Energy,"US East",13867.37,0.0,13867.37,166408.44
2023-01-01,C0265,"Frontier Retail 265",Enterprise,Manufacturing,"US East",76191.57,118835.64,195027.21,914298.84
2023-01-01,C0266,"Pioneer Financial 266",Enterprise,Energy,"US East",44818.99,99845.83,144664.82,537827.88
2023-01-01,C0267,"Evergreen Foods 267",SMB,Healthcare,"US East",3294.64,2891.85,6186.49,39535.68
2023-01-01,C0273,"Frontier Education 273",Enterprise,Energy,"US East",49648.36,0.0,49648.36,595780.32
2023-01-01,C0274,"Evergreen Education 274",SMB,Manufacturing,"US East",3317.63,0.0,3317.63,39811.56
2023-01-01,C0275,"Silverline Health 275",Mid-Market,"Financial Services","US East",11385.5,16305.54,27691.04,136626.0
2023-01-01,C0276,"Highland Technology 276",SMB,"Business Services","US East",4021.92,3867.7,7889.62,48263.04
2023-01-01,C0287,"Westbridge Technology 287",Enterprise,"Retail and E-commerce","US East",67879.14,0.0,67879.14,814549.68
2023-01-01,C0291,"Harbor Media 291",Enterprise,Energy,"US East",50664.04,0.0,50664.04,607968.48
2023-01-01,C0294,"Nova Logistics 294",Enterprise,Technology,"US East",64415.71,0.0,64415.71,772988.52
2023-01-01,C0295,"Beacon Technology 295",Enterprise,Manufacturing,"US East",71808.23,0.0,71808.23,861698.76
2023-01-01,C0297,"Frontier Health 297",Mid-Market,Technology,"US East",16228.68,40839.05,57067.73,194744.16
2023-02-01,C0001,"BrightPath Insurance 001",Enterprise,"Business Services","US East",137562.02,0.0,137562.02,1650744.24
2023-02-01,C0002,"Crescent Health 002",Mid-Market,Healthcare,"US East",5968.88,0.0,5968.88,71626.56
2023-02-01,C0004,"Lakeview Education 004",Enterprise,Manufacturing,"US East",38200.02,0.0,38200.02,465174.6
2023-02-01,C0014,"Meridian Technology 014",SMB,"Business Services","US East",2448.72,28662.16,31110.88,29384.64
2023-02-01,C0015,"Highland Manufacturing 015",SMB,Healthcare,"US East",2499.52,0.0,2499.52,29994.24
2023-02-01,C0024,"Northstar Technology 024",Mid-Market,Energy,"US East",9398.32,0.0,9398.32,112779.84
2023-02-01,C0026,"Northstar Energy 026",SMB,Logistics,"US East",5698.99,0.0,5698.99,68387.88
2023-02-01,C0028,"Northstar Technology 028",Enterprise,Healthcare,"US East",38386.64,0.0,38386.64,460639.68
2023-02-01,C0030,"Lakeview Health 030",Enterprise,Manufacturing,"US East",100331.75,0.0,100331.75,1203981.0
2023-02-01,C0036,"Redwood Education 036",Enterprise,Technology,"US East",105209.49,0.0,105209.49,1262513.88
2023-02-01,C0037,"Highland Insurance 037",Enterprise,Energy,"US East",113522.44,89654.34,203176.78,1436073.72
2023-02-01,C0054,"Cedar Technology 054",Mid-Market,"Financial Services","US East",2836.94,0.0,2836.94,68086.56
2023-02-01,C0062,"BluePeak Media 062",SMB,Healthcare,"US East",4274.51,0.0,4274.51,51294.12
2023-02-01,C0080,"Beacon Technology 080",Enterprise,Logistics,"US East",74514.49,0.0,74514.49,894173.88
2023-02-01,C0083,"Crescent Mobility 083",SMB,Manufacturing,"US East",3830.27,11793.66,15623.93,45963.24
2023-02-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",15098.96,0.0,15098.96,181187.52
2023-02-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",16552.92,56046.46,72599.38,198635.04
2023-02-01,C0104,"Crescent Insurance 104",SMB,Logistics,"US East",3675.0,7855.27,11530.27,44100.0
2023-02-01,C0106,"Highland Manufacturing 106",Enterprise,"Retail and E-commerce","US East",81843.66,0.0,81843.66,982123.92
2023-02-01,C0111,"Beacon Manufacturing 111",SMB,"Retail and E-commerce","US East",1506.09,0.0,1506.09,18073.08
2023-02-01,C0112,"Highland Health 112",Mid-Market,Technology,"US East",38567.49,0.0,38567.49,462809.88
2023-02-01,C0113,"Clearwater Insurance 113",SMB,"Business Services","US East",1569.67,5475.62,7045.29,18836.04
2023-02-01,C0127,"BluePeak Education 127",Mid-Market,Energy,"US East",16142.99,0.0,16142.99,193715.88
2023-02-01,C0130,"Frontier Health 130",Enterprise,Technology,"US East",47082.48,0.0,47082.48,564989.76
2023-02-01,C0143,"BrightPath Mobility 143",SMB,Logistics,"US East",4589.73,0.0,4589.73,55076.76
2023-02-01,C0153,"Meridian Logistics 153",SMB,"Business Services","US East",5894.0,12076.03,17970.03,70728.0
2023-02-01,C0156,"Evergreen Energy 156",Mid-Market,Logistics,"US East",38029.41,0.0,38029.41,449895.96
2023-02-01,C0164,"Meridian Foods 164",Mid-Market,Manufacturing,"US East",16480.64,0.0,16480.64,197767.68
2023-02-01,C0169,"Silverline Education 169",Enterprise,Manufacturing,"US East",77694.11,0.0,77694.11,932329.32
2023-02-01,C0170,"Ironwood Foods 170",Enterprise,Logistics,"US East",36825.84,0.0,36825.84,441910.08
2023-02-01,C0171,"Stonegate Health 171",Mid-Market,"Financial Services","US East",15466.13,0.0,15466.13,185593.56
2023-02-01,C0183,"Clearwater Education 183",SMB,Manufacturing,"US East",2219.94,0.0,2219.94,26639.28
2023-02-01,C0186,"Atlas Technology 186",Enterprise,"Business Services","US East",55270.28,0.0,55270.28,663243.36
2023-02-01,C0193,"Atlas Media 193",Mid-Market,Manufacturing,"US East",8861.33,0.0,8861.33,106335.96
2023-02-01,C0205,"Meridian Retail 205",Mid-Market,Manufacturing,"US East",9824.33,0.0,9824.33,117891.96
2023-02-01,C0227,"Crescent Media 227",Mid-Market,Energy,"US East",13247.26,0.0,13247.26,158967.12
2023-02-01,C0229,"Meridian Retail 229",Enterprise,Logistics,"US East",93466.17,0.0,93466.17,1121594.04
2023-02-01,C0230,"Summit Retail 230",Mid-Market,Energy,"US East",11795.23,0.0,11795.23,141542.76
2023-02-01,C0244,"Ironwood Mobility 244",SMB,Energy,"US East",3291.48,0.0,3291.48,39497.76
2023-02-01,C0259,"Clearwater Retail 259",Mid-Market,"Financial Services","US East",15679.08,0.0,15679.08,188148.96
2023-02-01,C0260,"Keystone Mobility 260",Mid-Market,Energy,"US East",13867.37,0.0,13867.37,166408.44
2023-02-01,C0265,"Frontier Retail 265",Enterprise,Manufacturing,"US East",76191.57,128892.56,205084.13,914298.84
2023-02-01,C0266,"Pioneer Financial 266",Enterprise,Energy,"US East",44818.99,112290.27,157109.26,537827.88
2023-02-01,C0267,"Evergreen Foods 267",SMB,Healthcare,"US East",3294.64,2901.3,6195.94,39535.68
2023-02-01,C0273,"Frontier Education 273",Enterprise,Energy,"US East",49648.36,0.0,49648.36,595780.32
2023-02-01,C0274,"Evergreen Education 274",SMB,Manufacturing,"US East",3317.63,0.0,3317.63,39811.56
2023-02-01,C0275,"Silverline Health 275",Mid-Market,"Financial Services","US East",11385.5,0.0,11385.5,136626.0
2023-02-01,C0276,"Highland Technology 276",SMB,"Business Services","US East",4021.92,3384.49,7406.41,48263.04
2023-02-01,C0287,"Westbridge Technology 287",Enterprise,"Retail and E-commerce","US East",67879.14,0.0,67879.14,814549.68
2023-02-01,C0291,"Harbor Media 291",Enterprise,Energy,"US East",50664.04,0.0,50664.04,607968.48
2023-02-01,C0294,"Nova Logistics 294",Enterprise,Technology,"US East",64415.71,0.0,64415.71,772988.52
2023-02-01,C0295,"Beacon Technology 295",Enterprise,Manufacturing,"US East",71808.23,0.0,71808.23,861698.76
2023-02-01,C0297,"Frontier Health 297",Mid-Market,Technology,"US East",16228.68,39688.97,55917.65,194744.16
2023-03-01,C0001,"BrightPath Insurance 001",Enterprise,"Business Services","US East",137562.02,0.0,137562.02,1650744.24
2023-03-01,C0002,"Crescent Health 002",Mid-Market,Healthcare,"US East",5968.88,0.0,5968.88,71626.56
2023-03-01,C0004,"Lakeview Education 004",Enterprise,Manufacturing,"US East",38764.55,0.0,38764.55,465174.6
2023-03-01,C0014,"Meridian Technology 014",SMB,"Business Services","US East",2448.72,24625.63,27074.35,29384.64
2023-03-01,C0015,"Highland Manufacturing 015",SMB,Healthcare,"US East",2499.52,17878.62,20378.14,29994.24
2023-03-01,C0024,"Northstar Technology 024",Mid-Market,Energy,"US East",9398.32,0.0,9398.32,112779.84
2023-03-01,C0026,"Northstar Energy 026",SMB,Logistics,"US East",5698.99,0.0,5698.99,68387.88
2023-03-01,C0028,"Northstar Technology 028",Enterprise,Healthcare,"US East",38386.64,0.0,38386.64,460639.68
2023-03-01,C0030,"Lakeview Health 030",Enterprise,Manufacturing,"US East",100331.75,0.0,100331.75,1203981.0
2023-03-01,C0036,"Redwood Education 036",Enterprise,Technology,"US East",109900.27,0.0,109900.27,1375092.48
2023-03-01,C0037,"Highland Insurance 037",Enterprise,Energy,"US East",119672.81,85844.19,205517.0,1436073.72
2023-03-01,C0054,"Cedar Technology 054",Mid-Market,"Financial Services","US East",5673.88,0.0,5673.88,68086.56
2023-03-01,C0062,"BluePeak Media 062",SMB,Healthcare,"US East",4274.51,0.0,4274.51,51294.12
2023-03-01,C0080,"Beacon Technology 080",Enterprise,Logistics,"US East",74514.49,0.0,74514.49,894173.88
2023-03-01,C0083,"Crescent Mobility 083",SMB,Manufacturing,"US East",3830.27,9243.68,13073.95,45963.24
2023-03-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",15098.96,0.0,15098.96,181187.52
2023-03-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",16552.92,79644.97,96197.89,198635.04
2023-03-01,C0104,"Crescent Insurance 104",SMB,Logistics,"US East",3730.12,8433.86,12163.98,45423.0
2023-03-01,C0106,"Highland Manufacturing 106",Enterprise,"Retail and E-commerce","US East",81843.66,0.0,81843.66,982123.92
2023-03-01,C0111,"Beacon Manufacturing 111",SMB,"Retail and E-commerce","US East",1506.09,0.0,1506.09,18073.08
2023-03-01,C0112,"Highland Health 112",Mid-Market,Technology,"US East",38567.49,0.0,38567.49,462809.88
2023-03-01,C0113,"Clearwater Insurance 113",SMB,"Business Services","US East",1569.67,6029.94,7599.61,18836.04
2023-03-01,C0127,"BluePeak Education 127",Mid-Market,Energy,"US East",16142.99,0.0,16142.99,193715.88
2023-03-01,C0130,"Frontier Health 130",Enterprise,Technology,"US East",47082.48,0.0,47082.48,564989.76
2023-03-01,C0143,"BrightPath Mobility 143",SMB,Logistics,"US East",4589.73,0.0,4589.73,55076.76
2023-03-01,C0153,"Meridian Logistics 153",SMB,"Business Services","US East",5894.0,0.0,5894.0,70728.0
2023-03-01,C0156,"Evergreen Energy 156",Mid-Market,Logistics,"US East",37491.33,0.0,37491.33,449895.96
2023-03-01,C0164,"Meridian Foods 164",Mid-Market,Manufacturing,"US East",17156.7,0.0,17156.7,213993.24
2023-03-01,C0169,"Silverline Education 169",Enterprise,Manufacturing,"US East",77694.11,0.0,77694.11,932329.32
2023-03-01,C0170,"Ironwood Foods 170",Enterprise,Logistics,"US East",36825.84,0.0,36825.84,441910.08
2023-03-01,C0171,"Stonegate Health 171",Mid-Market,"Financial Services","US East",15466.13,0.0,15466.13,185593.56
2023-03-01,C0183,"Clearwater Education 183",SMB,Manufacturing,"US East",2219.94,0.0,2219.94,26639.28
2023-03-01,C0186,"Atlas Technology 186",Enterprise,"Business Services","US East",55270.28,0.0,55270.28,663243.36
2023-03-01,C0193,"Atlas Media 193",Mid-Market,Manufacturing,"US East",8861.33,0.0,8861.33,106335.96
2023-03-01,C0205,"Meridian Retail 205",Mid-Market,Manufacturing,"US East",9824.33,0.0,9824.33,117891.96
2023-03-01,C0227,"Crescent Media 227",Mid-Market,Energy,"US East",13445.97,0.0,13445.97,163736.16
2023-03-01,C0229,"Meridian Retail 229",Enterprise,Logistics,"US East",93466.17,0.0,93466.17,1121594.04
2023-03-01,C0230,"Summit Retail 230",Mid-Market,Energy,"US East",11795.23,0.0,11795.23,141542.76
2023-03-01,C0244,"Ironwood Mobility 244",SMB,Energy,"US East",3291.48,0.0,3291.48,39497.76
2023-03-01,C0259,"Clearwater Retail 259",Mid-Market,"Financial Services","US East",15679.08,0.0,15679.08,188148.96
2023-03-01,C0260,"Keystone Mobility 260",Mid-Market,Energy,"US East",14075.38,0.0,14075.38,171400.68
2023-03-01,C0265,"Frontier Retail 265",Enterprise,Manufacturing,"US East",76191.57,135406.0,211597.57,914298.84
2023-03-01,C0266,"Pioneer Financial 266",Enterprise,Energy,"US East",44818.99,114106.34,158925.33,537827.88
2023-03-01,C0267,"Evergreen Foods 267",SMB,Healthcare,"US East",3294.64,2753.9,6048.54,39535.68
2023-03-01,C0273,"Frontier Education 273",Enterprise,Energy,"US East",49648.36,0.0,49648.36,595780.32
2023-03-01,C0274,"Evergreen Education 274",SMB,Manufacturing,"US East",3317.63,0.0,3317.63,39811.56
2023-03-01,C0275,"Silverline Health 275",Mid-Market,"Financial Services","US East",11385.5,0.0,11385.5,136626.0
2023-03-01,C0276,"Highland Technology 276",SMB,"Business Services","US East",4021.92,4033.54,8055.46,48263.04
2023-03-01,C0287,"Westbridge Technology 287",Enterprise,"Retail and E-commerce","US East",67879.14,0.0,67879.14,814549.68
2023-03-01,C0291,"Harbor Media 291",Enterprise,Energy,"US East",50664.04,0.0,50664.04,607968.48
2023-03-01,C0294,"Nova Logistics 294",Enterprise,Technology,"US East",64415.71,0.0,64415.71,772988.52
2023-03-01,C0295,"Beacon Technology 295",Enterprise,Manufacturing,"US East",71808.23,0.0,71808.23,861698.76
2023-03-01,C0297,"Frontier Health 297",Mid-Market,Technology,"US East",16228.68,39031.73,55260.41,194744.16
2023-04-01,C0001,"BrightPath Insurance 001",Enterprise,"Business Services","US East",139625.45,0.0,139625.45,1700266.68
2023-04-01,C0002,"Crescent Health 002",Mid-Market,Healthcare,"US East",5968.88,0.0,5968.88,71626.56
2023-04-01,C0004,"Lakeview Education 004",Enterprise,Manufacturing,"US East",38764.55,0.0,38764.55,465174.6
2023-04-01,C0014,"Meridian Technology 014",SMB,"Business Services","US East",2473.21,26825.45,29298.66,29972.28
2023-04-01,C0015,"Highland Manufacturing 015",SMB,Healthcare,"US East",2499.52,35757.25,38256.77,29994.24
2023-04-01,C0024,"Northstar Technology 024",Mid-Market,Energy,"US East",9398.32,0.0,9398.32,112779.84
2023-04-01,C0026,"Northstar Energy 026",SMB,Logistics,"US East",5698.99,0.0,5698.99,68387.88
2023-04-01,C0028,"Northstar Technology 028",Enterprise,Healthcare,"US East",38386.64,0.0,38386.64,460639.68
2023-04-01,C0030,"Lakeview Health 030",Enterprise,Manufacturing,"US East",100331.75,0.0,100331.75,1203981.0
2023-04-01,C0036,"Redwood Education 036",Enterprise,Technology,"US East",114591.04,0.0,114591.04,1375092.48
2023-04-01,C0037,"Highland Insurance 037",Enterprise,Energy,"US East",119672.81,97046.0,216718.81,1436073.72
2023-04-01,C0054,"Cedar Technology 054",Mid-Market,"Financial Services","US East",5673.88,0.0,5673.88,68086.56
2023-04-01,C0062,"BluePeak Media 062",SMB,Healthcare,"US East",4274.51,0.0,4274.51,51294.12
2023-04-01,C0080,"Beacon Technology 080",Enterprise,Logistics,"US East",74514.49,0.0,74514.49,894173.88
2023-04-01,C0083,"Crescent Mobility 083",SMB,Manufacturing,"US East",3830.27,6693.7,10523.97,45963.24
2023-04-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",15098.96,0.0,15098.96,181187.52
2023-04-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",16552.92,103243.48,119796.4,198635.04
2023-04-01,C0104,"Crescent Insurance 104",SMB,Logistics,"US East",3785.25,7957.22,11742.47,45423.0
2023-04-01,C0106,"Highland Manufacturing 106",Enterprise,"Retail and E-commerce","US East",81843.66,0.0,81843.66,982123.92
2023-04-01,C0111,"Beacon Manufacturing 111",SMB,"Retail and E-commerce","US East",1506.09,0.0,1506.09,18073.08
2023-04-01,C0112,"Highland Health 112",Mid-Market,Technology,"US East",38567.49,0.0,38567.49,462809.88
2023-04-01,C0113,"Clearwater Insurance 113",SMB,"Business Services","US East",1569.67,5406.51,6976.18,18836.04
2023-04-01,C0127,"BluePeak Education 127",Mid-Market,Energy,"US East",16142.99,0.0,16142.99,193715.88
2023-04-01,C0130,"Frontier Health 130",Enterprise,Technology,"US East",47082.48,0.0,47082.48,564989.76
2023-04-01,C0131,"Highland Financial 131",SMB,Healthcare,"US East",1305.53,0.0,1305.53,31332.84
2023-04-01,C0143,"BrightPath Mobility 143",SMB,Logistics,"US East",4589.73,0.0,4589.73,55076.76
2023-04-01,C0153,"Meridian Logistics 153",SMB,"Business Services","US East",5982.41,0.0,5982.41,72849.84
2023-04-01,C0156,"Evergreen Energy 156",Mid-Market,Logistics,"US East",37491.33,0.0,37491.33,449895.96
2023-04-01,C0164,"Meridian Foods 164",Mid-Market,Manufacturing,"US East",17832.77,0.0,17832.77,213993.24
2023-04-01,C0169,"Silverline Education 169",Enterprise,Manufacturing,"US East",79758.66,0.0,79758.66,981878.52
2023-04-01,C0170,"Ironwood Foods 170",Enterprise,Logistics,"US East",38819.08,0.0,38819.08,489747.84
2023-04-01,C0171,"Stonegate Health 171",Mid-Market,"Financial Services","US East",15466.13,0.0,15466.13,185593.56
2023-04-01,C0183,"Clearwater Education 183",SMB,Manufacturing,"US East",2219.94,0.0,2219.94,26639.28
2023-04-01,C0186,"Atlas Technology 186",Enterprise,"Business Services","US East",55270.28,0.0,55270.28,663243.36
2023-04-01,C0193,"Atlas Media 193",Mid-Market,Manufacturing,"US East",8861.33,0.0,8861.33,106335.96
2023-04-01,C0203,"Cedar Health 203",Mid-Market,"Business Services","US East",6952.44,0.0,6952.44,166858.68
2023-04-01,C0205,"Meridian Retail 205",Mid-Market,Manufacturing,"US East",9824.33,0.0,9824.33,117891.96
2023-04-01,C0227,"Crescent Media 227",Mid-Market,Energy,"US East",13644.68,0.0,13644.68,163736.16
2023-04-01,C0229,"Meridian Retail 229",Enterprise,Logistics,"US East",93466.17,0.0,93466.17,1121594.04
2023-04-01,C0230,"Summit Retail 230",Mid-Market,Energy,"US East",11795.23,0.0,11795.23,141542.76
2023-04-01,C0244,"Ironwood Mobility 244",SMB,Energy,"US East",3388.99,27647.39,31036.38,41837.88
2023-04-01,C0259,"Clearwater Retail 259",Mid-Market,"Financial Services","US East",15679.08,0.0,15679.08,188148.96
2023-04-01,C0260,"Keystone Mobility 260",Mid-Market,Energy,"US East",14283.39,0.0,14283.39,171400.68
2023-04-01,C0265,"Frontier Retail 265",Enterprise,Manufacturing,"US East",76191.57,131228.55,207420.12,914298.84
2023-04-01,C0266,"Pioneer Financial 266",Enterprise,Energy,"US East",47908.42,107937.77,155846.19,611974.32
2023-04-01,C0267,"Evergreen Foods 267",SMB,Healthcare,"US East",3294.64,2915.08,6209.72,39535.68
2023-04-01,C0273,"Frontier Education 273",Enterprise,Energy,"US East",49648.36,0.0,49648.36,595780.32
2023-04-01,C0274,"Evergreen Education 274",SMB,Manufacturing,"US East",3317.63,0.0,3317.63,39811.56
2023-04-01,C0275,"Silverline Health 275",Mid-Market,"Financial Services","US East",11556.29,0.0,11556.29,140724.84
2023-04-01,C0276,"Highland Technology 276",SMB,"Business Services","US East",4021.92,4221.25,8243.17,48263.04
2023-04-01,C0287,"Westbridge Technology 287",Enterprise,"Retail and E-commerce","US East",67879.14,0.0,67879.14,814549.68
2023-04-01,C0291,"Harbor Media 291",Enterprise,Energy,"US East",50664.04,0.0,50664.04,607968.48
2023-04-01,C0294,"Nova Logistics 294",Enterprise,Technology,"US East",64415.71,0.0,64415.71,772988.52
2023-04-01,C0295,"Beacon Technology 295",Enterprise,Manufacturing,"US East",71808.23,0.0,71808.23,861698.76
2023-04-01,C0297,"Frontier Health 297",Mid-Market,Technology,"US East",16228.68,43014.67,59243.35,194744.16
2023-05-01,C0001,"BrightPath Insurance 001",Enterprise,"Business Services","US East",141688.89,0.0,141688.89,1700266.68
2023-05-01,C0002,"Crescent Health 002",Mid-Market,Healthcare,"US East",5968.88,0.0,5968.88,71626.56
2023-05-01,C0004,"Lakeview Education 004",Enterprise,Manufacturing,"US East",38764.55,0.0,38764.55,465174.6
2023-05-01,C0014,"Meridian Technology 014",SMB,"Business Services","US East",2497.69,25454.89,27952.58,29972.28
2023-05-01,C0015,"Highland Manufacturing 015",SMB,Healthcare,"US East",2499.52,35757.25,38256.77,29994.24
2023-05-01,C0024,"Northstar Technology 024",Mid-Market,Energy,"US East",9398.32,0.0,9398.32,112779.84
2023-05-01,C0026,"Northstar Energy 026",SMB,Logistics,"US East",5698.99,0.0,5698.99,68387.88
2023-05-01,C0028,"Northstar Technology 028",Enterprise,Healthcare,"US East",39604.84,0.0,39604.84,489876.48
2023-05-01,C0030,"Lakeview Health 030",Enterprise,Manufacturing,"US East",100331.75,0.0,100331.75,1203981.0
2023-05-01,C0036,"Redwood Education 036",Enterprise,Technology,"US East",114591.04,0.0,114591.04,1375092.48
2023-05-01,C0037,"Highland Insurance 037",Enterprise,Energy,"US East",119672.81,98451.28,218124.09,1436073.72
2023-05-01,C0054,"Cedar Technology 054",Mid-Market,"Financial Services","US East",5673.88,0.0,5673.88,68086.56
2023-05-01,C0062,"BluePeak Media 062",SMB,Healthcare,"US East",4274.51,0.0,4274.51,51294.12
2023-05-01,C0080,"Beacon Technology 080",Enterprise,Logistics,"US East",74514.49,0.0,74514.49,894173.88
2023-05-01,C0083,"Crescent Mobility 083",SMB,Manufacturing,"US East",3830.27,4143.72,7973.99,45963.24
2023-05-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",15098.96,0.0,15098.96,181187.52
2023-05-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",16552.92,79644.97,96197.89,198635.04
2023-05-01,C0104,"Crescent Insurance 104",SMB,Logistics,"US East",3785.25,0.0,3785.25,45423.0
2023-05-01,C0106,"Highland Manufacturing 106",Enterprise,"Retail and E-commerce","US East",81843.66,0.0,81843.66,982123.92
2023-05-01,C0111,"Beacon Manufacturing 111",SMB,"Retail and E-commerce","US East",1506.09,0.0,1506.09,18073.08
2023-05-01,C0112,"Highland Health 112",Mid-Market,Technology,"US East",38567.49,0.0,38567.49,462809.88
2023-05-01,C0113,"Clearwater Insurance 113",SMB,"Business Services","US East",1569.67,5263.86,6833.53,18836.04
2023-05-01,C0127,"BluePeak Education 127",Mid-Market,Energy,"US East",16142.99,0.0,16142.99,193715.88
2023-05-01,C0130,"Frontier Health 130",Enterprise,Technology,"US East",49610.93,0.0,49610.93,625672.56
2023-05-01,C0131,"Highland Financial 131",SMB,Healthcare,"US East",2611.07,0.0,2611.07,31332.84
2023-05-01,C0143,"BrightPath Mobility 143",SMB,Logistics,"US East",4589.73,0.0,4589.73,55076.76
2023-05-01,C0153,"Meridian Logistics 153",SMB,"Business Services","US East",6070.82,0.0,6070.82,72849.84
2023-05-01,C0156,"Evergreen Energy 156",Mid-Market,Logistics,"US East",37491.33,0.0,37491.33,449895.96
2023-05-01,C0164,"Meridian Foods 164",Mid-Market,Manufacturing,"US East",17832.77,0.0,17832.77,213993.24
2023-05-01,C0169,"Silverline Education 169",Enterprise,Manufacturing,"US East",81823.21,0.0,81823.21,981878.52
2023-05-01,C0170,"Ironwood Foods 170",Enterprise,Logistics,"US East",40812.32,0.0,40812.32,489747.84
2023-05-01,C0171,"Stonegate Health 171",Mid-Market,"Financial Services","US East",15466.13,0.0,15466.13,185593.56
2023-05-01,C0183,"Clearwater Education 183",SMB,Manufacturing,"US East",2219.94,0.0,2219.94,26639.28
2023-05-01,C0186,"Atlas Technology 186",Enterprise,"Business Services","US East",55270.28,0.0,55270.28,663243.36
2023-05-01,C0193,"Atlas Media 193",Mid-Market,Manufacturing,"US East",8861.33,0.0,8861.33,106335.96
2023-05-01,C0203,"Cedar Health 203",Mid-Market,"Business Services","US East",13904.89,68601.67,82506.56,166858.68
2023-05-01,C0205,"Meridian Retail 205",Mid-Market,Manufacturing,"US East",9824.33,0.0,9824.33,117891.96
2023-05-01,C0227,"Crescent Media 227",Mid-Market,Energy,"US East",13644.68,0.0,13644.68,163736.16
2023-05-01,C0229,"Meridian Retail 229",Enterprise,Logistics,"US East",93466.17,0.0,93466.17,1121594.04
2023-05-01,C0230,"Summit Retail 230",Mid-Market,Energy,"US East",11795.23,0.0,11795.23,141542.76
2023-05-01,C0244,"Ironwood Mobility 244",SMB,Energy,"US East",3486.49,24998.16,28484.65,41837.88
2023-05-01,C0259,"Clearwater Retail 259",Mid-Market,"Financial Services","US East",15679.08,0.0,15679.08,188148.96
2023-05-01,C0260,"Keystone Mobility 260",Mid-Market,Energy,"US East",14283.39,0.0,14283.39,171400.68
2023-05-01,C0265,"Frontier Retail 265",Enterprise,Manufacturing,"US East",76191.57,113929.82,190121.39,914298.84
2023-05-01,C0266,"Pioneer Financial 266",Enterprise,Energy,"US East",50997.86,116677.37,167675.23,611974.32
